"id","title"
"OL16947921W","Bee-Inspired Protocol Engineering"
"OL16992840W","The Handbook of artificial intelligence"
"OL1952087W","Out of control"
"OL2396554W","Of thoughts and words"
"OL3474169W","The Emperor's New Mind Concerning Computers, Minds, and the Laws of Physics"
"OL6054827W","Latin American Conference on Artificial Intelligence in Petroleum Exploration and Production"
"OL8856045W","IJCAI Proceedings 1991 (International Joint Conference on Artificial Intelligence//Proceedings)"
"OL9170704W","Journal of Artificial Intelligence Research, Volume 14  (JAIR) (Journal of Artificial Intelligence Research (JAIR))"
"OL9386538W","Artificial Intelligence Reports from Yale University"
"OL9507108W","Tools With Artificial Intelligence (Ictai 2001), 13th IEEE International Conference on"
"OL9619528W","Proceedings of the 2nd International IEEE Conference on Tools for Artificial Intelligence Hyatt Hotel, Duelles International Airport Herndon, Va, USA"
"OL9890121W","Designing Cooperative Systems (Frontiers in Artificial Intelligence and Applications, V. 58)"
"OL10625130W","Towards the application of artificial intelligence techniques for discrete event simulation"
"OL11214702W","A foundational approach to conjecture and knowledge"
"OL11611334W","Guide bibliographique sur l'intelligence artificielle 1980-1986"
"OL13323569W","Neural Networks '90"
"OL13662572W","Industrial applications of semantic Web"
"OL16702598W","Artificial intelligence"
"OL16943447W","Soft Computing in Economics and Finance"
"OL16943771W","Interactive Theorem Proving"
"OL16989139W","Adaptive Agents and Multi-Agent Systems II"
"OL3138897W","Knowledge Representation and the Semantics of Natural Language (Cognitive Technologies)"
"OL3764656W","Le dossier de l'intelligence artificielle"
"OL4115693W","Paradigms of artificial intelligence programming"
"OL4866757W","Exploring artificial intelligence on your BBC micro"
"OL5897712W","Neural assemblies, an alternative approach to artificial intelligence"
"OL6185290W","Artificial Intelligence in Engineering"
"OL7005234W","Proceedings"
"OL735793W","Artificial intelligence applications in sensors and instrumentation"
"OL9430935W","Artificial Intelligence"
"OL11868043W","Proceedings, Eighth Midwest Artificial Intelligence and Cognitive Science Conference"
"OL12090313W","Artificial intelligence research and development"
"OL12343327W","Intelligent control for agricultural applications 2001"
"OL13644971W","Applications and innovations in intelligent systems XIII"
"OL16388883W","Voprosy teorii intellektualʹnykh robotov i raspoznavanii︠a︡ obrazov"
"OL16698621W","Artificial intelligence research and development"
"OL16920722W","Soft Computing for Hybrid Intelligent Systems"
"OL16932736W","Neural Information Processing"
"OL16939629W","Advances in Knowledge Discovery and Data Mining"
"OL16940214W","Digital Information and Communication Technology and Its Applications"
"OL16960919W","Holonic and Multi-Agent Systems for Manufacturing"
"OL17606278W","EVA"
"OL17964460W","Readings in qualitative reasoning about physical systems"
"OL3122952W","DFKI Workshop on Taxonomic Reasoning : proceedings, Saarbrücken, February 26, 1992"
"OL3528510W","Organizational intelligence"
"OL3944062W","Progress in artificial intelligence"
"OL4643366W","Proceedings of the 1988 Connectionist Models Summer School"
"OL4799511W","The improbable machine"
"OL5369467W","Artificial intelligence projects for the Commodore 64"
"OL8243946W","The Ninth Conference on Artificial Intelligence for Applications"
"OL8273655W","Tricks of the Windows Game Programming Gurus"
"OL8982364W","Game programming for teens"
"OL9142826W","Artificial intelligence, language and thought"
"OL11536943W","The autonomous land vehicle"
"OL12299191W","An investigation into non-directed thought processes and their pertinence to information systems possessing intelligence"
"OL13547871W","Natural and artificial symbol systems"
"OL16307069W","Algorithmic decision theory"
"OL16381131W","Matematicheskie osnovy sistem iskusstvennogo intellekta"
"OL16634392W","Ontologies and semantic technologies for intelligence"
"OL16925412W","Resource-Adaptive Cognitive Processes"
"OL16942455W","Intelligent Decision Technologies"
"OL16944435W","Live Data Structures in Logic Programs"
"OL16944479W","New Advances in Intelligent Signal Processing"
"OL16956573W","Distributed Autonomous Robotic Systems 8"
"OL16982266W","ICT Innovations 2010"
"OL16983056W","Computer Vision – ACCV 2010"
"OL16998144W","Stability Analysis and Nonlinear Observer Design Using Takagi-Sugeno Fuzzy Models"
"OL1830230W","Proceedings"
"OL2024364W","Learning new principles from precedents and exercises"
"OL2720303W","AI*IA 2005"
"OL286040W","Artificial Intelligence in Agriculture 2001 (IFAC Workshop Series)"
"OL3509055W","KI-94"
"OL3545055W","The convergence of machine and human nature"
"OL3589451W","Proceedings of the East-West Conference on Artificial Intelligence"
"OL3960836W","Simply logical"
"OL4438684W","Cyberpsychology"
"OL4817346W","Proving termination properties of PROLOG programs"
"OL5731690W","Natural history"
"OL6185289W","Artificial Intelligence in Design '98"
"OL6542635W","Intelligent Knowledge-Based Systems"
"OL83345W","Concise Encyclopedia of Robotics"
"OL9211376W","A General Explanation-based Learning Mechanism and Its Application (Research Notes in Artificial Intelligence)"
"OL11671629W","Artificial Intelligence Research Branch"
"OL12184007W","Explorations of constructive approaches to Artificial Neural Network Design"
"OL12349419W","RoboCup 2002"
"OL12536349W","Seventh IEEE Conference on Artificial Intelligence Applications"
"OL13670646W","Artificial neural networks"
"OL15896299W","Artificial life models in hardware"
"OL16933391W","Applications of Declarative Programming and Knowledge Management"
"OL16960900W","Human-Computer Interaction – INTERACT 2011"
"OL16963343W","Emotional Intelligence"
"OL2496942W","Tenth International Workshop on Qualitative Reasoning"
"OL3758698W","Artificial intelligence"
"OL4343345W","Processing declarative knowledge"
"OL4448532W","Termination proofs for logic programs"
"OL4785480W","Approximate reasoning models"
"OL5267280W","Knowledge structures"
"OL5388635W","GWAI-83"
"OL8057154W","Artificial Intelligence IV: Methodology, Systems, Applications : Proceedings of the Fourth International Conference on Artificial Intelligence"
"OL11671321W","Intelligent automation and soft computing"
"OL12302640W","Artifical [i.e. artificial] intelligence for human computing"
"OL13009212W","Technology-enhanced language learning in theory and practice"
"OL13756006W","The age of spiritual machines"
"OL16174355W","Yang panghyang kamsŏng chŏndarhyŏng k'ont'ench'ŭ mit thin client-hyŏng net'ŭwŏk'ŭ robot kisul kaebal e kwanhan yŏn'gu ="
"OL16239094W","Multimedia interaction and intelligent user interfaces"
"OL16299225W","Modern warfare, intelligence and deterrence"
"OL16353912W","Computational models of learning"
"OL16403398W","Modeli dialoga v sistemakh iskusstvennogo intellekta"
"OL16916131W","Applications of Evolutionary Computation"
"OL16918384W","Neural Information Processing"
"OL16932076W","Brain, vision, and artificial intelligence"
"OL169343W","Computational Intelligence. Theory and Applications"
"OL16941733W","Intelligent Computing and Information Science"
"OL16942893W","Education and Management"
"OL16962882W","Combinations of Intelligent Methods and Applications"
"OL17773348W","Arguing on the Toulmin Model"
"OL2445828W","Proceedings, Third International Conference on Artificial Intelligence Planning Systems"
"OL2728983W","The VOR"
"OL3258209W","Explanation-based neural network learning"
"OL3513520W","Artificial minds"
"OL3623052W","Das Leistungspotential der künstlichen Intelligenz"
"OL3839039W","In our own image"
"OL4972395W","A guide to commercial artificial intelligence"
"OL5356457W","Artificial intelligence & robotics"
"OL9383183W","Reasoning and Unification over Conceptual Graphs"
"OL9959168W","Game Theory for Computer Scientists and Engineers (Synthesis Lectures on Artificial Intelligence and Machine Learning)"
"OL10399638W","The use of artificial intelligence programming techniques for communication between incompatible building information systems"
"OL11550924W","Artificial intelligence"
"OL11591545W","Proceedings of the 1997 IEEE International Symposium on Intelligent Control"
"OL12343345W","AI 2002"
"OL15044038W","The God hater"
"OL15254200W","5th Annual Aerospace Applications of Artificial Intelligence Conference Proceedings"
"OL15451717W","Apocalyptic AI"
"OL16533502W","H.I.V.E. - Zero Hour"
"OL16591753W","Advances in applied and computational topology"
"OL16925422W","Information technology and lawyers"
"OL16933173W","Enhanced methods in computer security, biometric and artificial intelligence systems"
"OL16941114W","Digital Information and Communication Technology and Its Applications"
"OL17900901W","Semantic networks in artificial intelligence"
"OL2677293W","Qualitative and quantitative practical reasoning"
"OL3784521W","WIPO Worldwide Symposium on the Intellectual Property Aspects of Artificial Intelligence, Stanford University, Stanford (California), United States of America, March 25 to 27, 1991"
"OL3943823W","Autonomous learning from the environment"
"OL4515553W","Teoreticheskie aspekty i instrumentalʹnye sredstva prikladnykh intellektualʹnykh sistem"
"OL4644396W","Discrete relaxation techniques"
"OL5060403W","The synthesis of digital machines with provable epistemic properties"
"OL6225948W","Proceedings of 2001 International Symposium on Intelligent Multimedia, Video and Speech Processing"
"OL6337311W","Implications of human patterns processing for the design of artificial knowledge systems"
"OL7915099W","Artificial Intelligence"
"OL825088W","Banking technology as a competitive weapon"
"OL9529537W","National Conference on Artificial Intelligence"
"OL10101430W","Artificial Intelligence Applications to Traffic Engineering"
"OL12215542W","Proceedings of the twenty-third annual conference of the Cognitive Science Society"
"OL12524363W","Deductive reasoning in natural language"
"OL13212883W","The 10th Knowledge-Based Software Engineering Conference"
"OL13590112W","Artificial intelligence III"
"OL13632517W","Proceedings of the Workshop on Open, Interactive and other Overt Approaches to Learner Modelling"
"OL15009717W","Discovering Causal Structure"
"OL15622271W","2006 International Conference on Information and Automation"
"OL16183580W","Knowledge representation for health-care"
"OL16404069W","Teorii︠a︡ i modeli znaniĭ"
"OL16917853W","Information Processing in Medical Imaging"
"OL16921935W","Fuzzy Models and Algorithms for Pattern Recognition and Image Processing"
"OL16931484W","Knowledge-based intelligent information and engineering systems"
"OL16932548W","Graph-Based Representations in Pattern Recognition"
"OL16945300W","Neural Information Processing"
"OL16961081W","The Semantic Web"
"OL16983232W","Advances in Artificial Intelligence"
"OL175681W","Mind matters"
"OL2637146W","Artificial intelligence in medicine"
"OL3792938W","I͡Azyk prolog v sistemakh iskusstvennogo intellekta"
"OL4216923W","Situat͡s︡ionnoe upravlenie"
"OL4316205W","Artificial intelligence"
"OL4448434W","Economic and financial knowledge-based processing"
"OL585620W","Artificial experts"
"OL7119256W","Proceedings of the Third Milwaukee Symposium on Automatic Computation and Control ="
"OL9868514W","Solutions Manual for Electric Systems, Dynamics, and Stability with Artificial Intelligence Applications"
"OL12206286W","1st Australian Artificial Intelligence Congress, Melbourne, November 18-21, 1986, Deakin University"
"OL12373977W","Pattern recognition and image analysis"
"OL13212066W","Artificial intelligence V"
"OL16279635W","Artificial intelligence"
"OL16434869W","Nechetkie mnozhestva v modeli︠a︡kh upravlenii︠a︡ i iskusstvennogo intellekta"
"OL16471431W","Kill Decision"
"OL16693064W","Integration of AI and OR techniques in constraint programming for combinatorial optimization problems"
"OL16942166W","Pattern Recognition"
"OL16953285W","Functional and Constraint Logic Programming"
"OL17517688W","Ai 2010 Advances In Artificial Intelligence 23rd Australasian Joint Conference Adelaide Australia December 2010 Proceedings"
"OL2172499W","Vulcan's hammer"
"OL263284W","Demon seed"
"OL2738107W","Artificial intelligence"
"OL2829108W","Artificial intelligence and expert systems"
"OL2931058W","Tidslogik og kunstig intelligens"
"OL2994705W","Intelligent manufacturing planning"
"OL3486054W","Artificial intelligence"
"OL4719531W","Lernende Roboter"
"OL5101825W","Relative orientation"
"OL8057525W","Gwai-92: Advances in Artificial Intelligence : 16th German Conference on Artificial Intelligence, Bonn Germany, August 31-September 3, 1992"
"OL9147597W","A Logical Theory of Nonmonotonic Inference and Belief Change (Artificial Intelligence)"
"OL9830817W","Probably Approximately Correct Learnability Theory (The Stanford Computer Science Video Journal"
"OL11166913W","Fuzzy and neural control"
"OL11468952W","Proceedings AAAI-88 Seventh National Conference on Artificial Intelligence, August 21-26, 1988"
"OL11536941W","Autonomous land vehicle"
"OL11996738W","Information systems and technology for the noninformation systems executive"
"OL12531011W","Algoritmicheskie osnovy intellektualʹnykh robotov i iskusstvennogo intellekta"
"OL13150789W","Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2001)"
"OL13239121W","The Sixth Conference on Artificial Intelligence Applications"
"OL13349284W","Intelligent process control and scheduling"
"OL13574949W","Uncertainty in artificial intelligence"
"OL15985684W","Intelligenza artificiale"
"OL16282805W","Artificial intelligence"
"OL16381784W","Kibernetika, neogranichennye vozmozhnosti i vozmozhnye ogranichenii︠a︡"
"OL16612628W","Handbook of artificial intelligence"
"OL16929883W","Artificial Intelligence and Computational Intelligence"
"OL16941009W","Computer and Computing Technologies in Agriculture IV"
"OL16942725W","Intelligent Systems: Approximation by Artificial Neural Networks"
"OL16945566W","Knowledge-Driven Multimedia Information Extraction and Ontology Evolution"
"OL16957208W","Computational Intelligence in Information Assurance and Security"
"OL3544069W","ETFA '94, 1994 IEEE Symposium on Emerging Technologies & Factory Automation (SEIKEN Symposium)"
"OL4123465W","Artificial Intelligence"
"OL6785199W","AQVAL/1 (AQ7) user's guide and program description"
"OL15964541W","Artificial intelligence"
"OL16010278W","Metareasoning"
"OL16934011W","Ubiquitous Intelligence and Computing"
"OL16967158W","RoboCup 2001"
"OL2660846W","Consciousness"
"OL3457263W","Learning algorithms theory and applications"
"OL3541281W","Proceedings of the First IEEE Conference on Evolutionary Computation"
"OL4620606W","Reflections on Artificial Intelligence"
"OL4643454W","Computers and artificial intelligence"
"OL5353264W","The computer chronicles"
"OL8616126W","Artificial Intelligence and Complex Objects Control (Russian Research in Mathematics and Science)"
"OL9093838W","Organizational Principles for Multi-Agent Architectures (Whitestein Series in Software Agent Technologies)"
"OL9676565W","Artificial Intelligence Implications for Cim"
"OL10504301W","Artificial intelligence and product creation"
"OL120382W","Niels Bohr, the man, his science & the world they changed"
"OL12290116W","Application of artificial intelligence technology to increase productivity, quality and energy efficiency in heavy industry"
"OL12573172W","IEEE/WIC/ACM International Conference on Intelligent Agent Technology"
"OL12965427W","Architectures, languages, and algorithms"
"OL13307877W","Cognitive psychology of planning"
"OL13581712W","Partial proofs and partial answers"
"OL15497084W","Cognitive radio technology"
"OL16281103W","Proceedings"
"OL16943306W","Parsing the turing test"
"OL16945458W","Convergence and Hybrid Information Technology"
"OL16946161W","New Challenges on Bioinspired Applications"
"OL16968176W","Advances in Information Retrieval Theory"
"OL17832850W","Artificial intelligence in perspective"
"OL3025700W","Artificial intelligence in the humanities"
"OL3340779W","The computer modelling of mathematical reasoning"
"OL3363857W","Robo sapiens"
"OL3790587W","Information Modelling and Knowledge Bases XII (Frontiers in Artificial Intelligence and Applications, 67)"
"OL3937335W","Chess and machine intuition"
"OL4635007W","Journal of Artificial Intelligence Research"
"OL5742249W","ICCI 2004"
"OL6924477W","Software engineering"
"OL735791W","Artificial intelligence applications in engineering"
"OL8055090W","Knowledge, Skill, and Artificial Intelligence"
"OL9390471W","Artificial Intelligence (Trr 1399) (Transportation Research Record)"
"OL16402510W","Begründungsverwaltung"
"OL16940652W","Multidisciplinary Information Retrieval"
"OL16941141W","Rough Sets, Fuzzy Sets, Data Mining and Granular Computing"
"OL173103W","Symposium on Computer Augmentation of Human Reasoning"
"OL1941533W","Computational philosophy of science"
"OL2926393W","Advances in artificial life"
"OL3143379W","Der überforderte Computer"
"OL3616930W","The fifth generation fallacy"
"OL4326766W","A constraint model of space planning"
"OL4977825W","Artificial intelligence through Prolog"
"OL5965993W","AI techniques for game programming"
"OL8131144W","Artificial Intelligence in Design '92"
"OL8642468W","Generating semantic descriptions from drawings of scenes with shadows"
"OL11280534W","The application of artificial intelligence techniques to the acceleration of Monte Carlo transport calculations"
"OL11536945W","The Autonomous Land Vehicle (ALV) program"
"OL11617376W","Constraint reasoning with incomplete knowledge"
"OL12302077W","Proceedings of the 1992 IEEE International Symposium on Intelligent Control"
"OL12490772W","Machine intelligence"
"OL13212096W","The Fourth Conference on Artificial Intelligence Applications"
"OL16654064W","Computing for ordinary mortals"
"OL16932164W","Intelligence in communication systems"
"OL16943825W","Brain Informatics"
"OL17682930W","Artificial intelligence handbook"
"OL1958488W","ECAI 98 Brighton"
"OL1961659W","Practice and theory of automated timetabling II"
"OL3266437W","Essays on law and artificial intelligence"
"OL3514820W","Artificial intelligence"
"OL5092342W","Textes, ordinateurs et compréhension"
"OL5356466W","The nature and evaluation of commercial expert system building tools"
"OL5756251W","Advances in Artificial Intelligence"
"OL8132852W","Industrial Applications of Artificial Intelligence"
"OL11527298W","Artificial intelligence techniques in language learning"
"OL12438108W","Advance papers of the conference"
"OL12711720W","Symbolic and quantitative approaches to reasoning with uncertainty"
"OL15331321W","WWW : wake"
"OL15991040W","Multimedia services in intelligent environments"
"OL4443759W","Artificial intelligence for commercial lenders"
"OL4479439W","Computer epistemology"
"OL4783985W","Computing and information"
"OL5063280W","Computing action"
"OL5267646W","Artificial Intelligence in Accounting and Auditing"
"OL6507088W","Robot winogradien et compréhension de l'espagnol"
"OL8210010W","IEEE Trial-Use Standard for Artificial Intelligence and Expert System Tie to Automatic Test...."
"OL9898794W","Gegen Denken steht nur Gewalt"
"OL12354757W","Recent advances in artificial intelligence research and development"
"OL12630305W","Applications and innovations in intelligent systems X"
"OL13633235W","IJCAI-03"
"OL15985602W","Predstavlenie i analiz smysla v intellektualʹnykh informat︠s︡ionnykh sistemakh"
"OL16353583W","Applications of artificial intelligence in engineering problems"
"OL16391888W","Cybernetics today"
"OL16916160W","Motion in Games"
"OL16941960W","Artificial Neural Networks and Machine Learning – ICANN 2011"
"OL16945595W","Advanced Language Technologies for Digital Libraries"
"OL16947179W","Artificial Intelligence and Computational Intelligence"
"OL16966538W","New frontiers in artificial intelligence"
"OL16977424W","The Boundaries of humanity"
"OL16978623W","Recent Advances in Constraints"
"OL1985101W","Click here for murder"
"OL4085406W","An artificial intelligence approach to integrated circuit floorplanning"
"OL4127957W","AI"
"OL4629419W","The future of intelligence"
"OL5743174W","PRICAI 2004"
"OL5801542W","Research and development in intelligent systems XX"
"OL6218109W","Legal knowledge and information systems"
"OL735795W","Artificial intelligence in the semiconductor industry"
"OL7798622W","Mind and mechanism"
"OL8055317W","Music Education: An Artificial Intelligence Approach"
"OL9704953W","Adaptive neural control of walking robots"
"OL10620114W","Principles of inference processes"
"OL11164697W","Improving designer productivity"
"OL11441602W","Dependent evidence in resoning with uncertainty"
"OL11585490W","Simulated evolution and learning"
"OL11602238W","Object-oriented control system design using on-line training of artificial neural networks"
"OL12540414W","IUI '98"
"OL15880861W","The Overlord protocol"
"OL16523574W","The Expected Knowledge"
"OL16615462W","Artificial intelligence applications and innovations"
"OL16916109W","Information Processing and Management of Uncertainty in Knowledge-Based Systems. Applications"
"OL16945941W","Knowlege-Based and Intelligent Information and Engineering Systems"
"OL17725180W","The different girl"
"OL1941674W","AI agents in virtual reality worlds"
"OL2412065W","Host"
"OL3847909W","Relative complexities of first order calculi"
"OL4213372W","Borges y la inteligencia artificial"
"OL4660198W","Building knowledge systems"
"OL5136719W","The creative computer"
"OL6377924W","Sprache, Technik, Kybernetik"
"OL8056562W","Artificial Intelligence in Manufacturing"
"OL8636548W","Artificial Intelligence and Soft Computing"
"OL10543012W","Intellektnaya sistema v otraslevom planirovanii"
"OL12005514W","TIME 2000"
"OL13640183W","IUI 05"
"OL13689283W","Computational intelligence, I"
"OL16503942W","Intelligent help systems for UNIX"
"OL16686782W","Artificial intelligence in theory and practice III"
"OL16931136W","Advances in Knowledge Discovery and Data Mining (vol. # 3518)"
"OL16975518W","Pattern Recognition and Image Analysis"
"OL2407156W","Progress in artificial intelligence"
"OL2720305W","Topics in artificial intelligence"
"OL4627727W","Intelligent manufacturing systems II"
"OL4677128W","Prikladnai͡a︡ lingvistika i informat͡s︡ionnai͡a︡ tekhnologii͡a︡"
"OL4786400W","EPIA 89"
"OL4984879W","What every engineer should know about artificial intelligence"
"OL5615190W","Robotics and intelligent machines in agriculture"
"OL5743891W","Knowledge-based intelligent information and engineering systems"
"OL611279W","Modelirovanie myshleniia i psikhiki"
"OL6209857W","Weak intelligence"
"OL8707252W","Artificial Intelligence in Engineering"
"OL9410050W","Examining similarity"
"OL9644471W","Artificial intelligence and design (Tutorial)"
"OL9831617W","Advances in Databases and Artificial Intelligence"
"OL10014805W","Artificial Intelligence Cybernetics and Sy"
"OL11549694W","Robot graphic simulation testbed"
"OL11564813W","Communications and control for electric power systems"
"OL11611045W","Building dialogue systems for tutorial applications"
"OL12074254W","STAIRS 2006"
"OL12292418W","Exploring artificial intelligence"
"OL12332147W","Philosophy and computer science"
"OL12539746W","The Fourth International Conference on Artificial Intelligence and Law"
"OL12706948W","Learning systems and intelligent robots"
"OL15175752W","Man Vs Machine"
"OL16252227W","[Slant]"
"OL16355232W","Intelligent CAD systems II"
"OL16378431W","Voprosy teorii robotov i iskusstvennogo intellekta"
"OL16916648W","Fuzzy Logic and Applications"
"OL16943220W","Advances in Education and Management"
"OL17348253W","A new power flow and sensitivity analysis method using a generalized power flow algorithm, interactive computer graphics, and artificial intelligence"
"OL3964060W","Artificial intelligence in medicine"
"OL475504W","Painting in the Age of Artificial Intelligence"
"OL6087447W","Knowledge acquisition, knowledge programming, and knowledge refinement"
"OL6724269W","Stochastic processes with learning properties"
"OL6871280W","Artificial intelligence support for scientific model-building"
"OL890611W","Artificial intelligence through search"
"OL9075225W","Field-based coordination for pervasive multiagent systems"
"OL9077609W","GWAI-92: Advances in Artificial Intelligence"
"OL9610208W","Mit Catalog of Computer Science and Artificial Intelligence"
"OL10080760W","Applied Fourier Transform, (Frontiers in Artificial Intelligence & Applications)"
"OL12277779W","The Intelligent Wireless Web"
"OL13199739W","Neural networks and artificial intelligence for biomedical engineering"
"OL13657398W","Concetti analogici"
"OL13668125W","Artificial intelligence and neural networks"
"OL16046272W","Dreadnought"
"OL16626412W","Progress in artificial intelligence"
"OL16930973W","Advanced Internet Based Systems and Applications"
"OL16942121W","Complex-Valued Neural Networks with Multi-Valued Neurons"
"OL16944314W","Computing Statistics under Interval and Fuzzy Uncertainty"
"OL16946882W","DNA Computing and Molecular Programming"
"OL16960402W","Anaphora Processing and Applications"
"OL16966710W","Modeling decisions for artificial intelligence"
"OL16979291W","Bioinspired Applications in Artificial and Natural Computation"
"OL16997509W","RoboCup 2009: Robot Soccer World Cup XIII"
"OL1985134W","Access denied"
"OL2002658W","Artificial intelligence"
"OL2291902W","Run, robot, run"
"OL2685925W","Fundamentals of the New Artificial Intelligence"
"OL4510447W","Roboty s iskusstvennym intellektom"
"OL4613050W","Natural language processing"
"OL5737281W","The artilect war"
"OL9310620W","Practical Artificial Intelligence Systems (Computers and Mathematics with Applications)"
"OL11674200W","Case-based reasoning research and development"
"OL12232076W","Proceedings of the Eleventh Annual Conference on Computational Learning Theory"
"OL12866754W","IUI 2007"
"OL13322215W","Knowledge-based programming"
"OL15072543W","Harvest the fire"
"OL16933117W","Emerging Technologies in Knowledge Discovery and Data Mining"
"OL16943158W","Advances in Distributed Agent-Based Retrieval Tools"
"OL16944375W","Database and Expert Systems Applications"
"OL2710035W","Proceedings Artificial Intelligence and Manufacturing Research Planning Workshop"
"OL3458916W","Advances in Artificial Intelligence"
"OL4119692W","Evaluating explanations"
"OL455957W","Artificial Intelligence For Computer Games"
"OL4782500W","Cognitive economy"
"OL6016991W","Ninth International Symposium on Temporal Representation and Reasoning : proceedings : [TIME-02] : Manchester, UK, July 7-9, 2002"
"OL6087452W","The role of partial and best matches in knowledge systems"
"OL8019251W","Handbook of Artificial Intelligence Volume 1"
"OL8057617W","Artificial intelligence and symbolic mathematical computing"
"OL9359224W","Artificial Intelligence"
"OL12512672W","Neuro-Nîmes '89"
"OL13587158W","Artificial Intelligence and Robotics Symposium, part II"
"OL13658483W","Proceedings of the Seventh International Joint Conference on Artificial Intelligence"
"OL13680020W","Artificial intelligence IV"
"OL13689939W","Advances in artificial intelligence"
"OL15418894W","Ren gong zhi neng ji qi ying yong"
"OL16179099W","Zhi neng xin xi chu li"
"OL16340772W","Intelligent robots and computer vision XXIV"
"OL16970706W","Logic Programming and Nonmonotonic Reasoning"
"OL16989687W","Artificial intelligence in medicine"
"OL2666906W","The intimate machine"
"OL3513902W","Analysis and evaluation of fuzzy systems"
"OL4776911W","Handbook on artificial intelligence and expert systems in law enforcement"
"OL5743789W","Artificial intelligence and symbolic computation"
"OL8362473W","Ontology learning for the semantic Web"
"OL8856048W","Proceedings of the Eleventh International Joint Conference on Artificial Intelligence August 20-25 1989 Detroit Michigan USA  2 Volumes (International ... on Artificial Intelligence//Proceedings)"
"OL11039625W","TECOM Artificial Intelligence Technology Symposium"
"OL11549027W","A feasibility study on compiling reactive problem solution methods for an Al domain"
"OL12059383W","Intelligent agents for computer-generated forces"
"OL12918585W","Computer and information sciences"
"OL13297463W","Computation of causal networks"
"OL13536665W","1999 third International Conference on Knowledge-Based Intelligent Information Engineering Systems"
"OL15473050W","Cyborg"
"OL16940131W","Simulating Continuous Fuzzy Systems"
"OL16940975W","Advances in Artificial Life. Darwin Meets von Neumann"
"OL16957171W","Cognitive Wireless Communication Networks"
"OL16964775W","Case-based reasoning research and development"
"OL16967183W","Metalevel architectures and separation of crosscutting concerns"
"OL2082978W","Fuzzy-Neuro-Systeme '97, computational intelligence"
"OL2707943W","Time map phonology"
"OL2769374W","IROS '97"
"OL2937810W","Machine intelligence and explanation"
"OL3110247W","Mezhdunarodnai͡a konferent͡sii͡a i shkola molodykh uchenykh i spet͡sialistov ""SAPR-92--novye informat͡sionnye tekhnologii v nauke, obrazovanii i biznese"""
"OL3241077W","Communication and cooperation in agent systems"
"OL3458419W","Artificial social systems"
"OL3793046W","Semantiek vanuit linguistisch, logisch en artificial intelligence perspektief"
"OL3905182W","Merging artificial intelligence with CAD"
"OL3919125W","GWAI-92"
"OL3949713W","A symbolic and connectionist approach to legal information retrieval"
"OL4081995W","Completeness, confluence, and related properties of clause graph resolution"
"OL5578610W","A formal algorithm for routing traces on a printed circuit board"
"OL66103W","Silicon psychosis"
"OL9201750W","Artificial Neural Networks - ICANN 2002"
"OL12230749W","Computer-based medical systems"
"OL12332223W","Intelligent problem solving"
"OL13479121W","Fuzzy Logic in Artificial Intelligence"
"OL13686077W","Advances in artificial intelligence"
"OL13775173W","Scalable uncertainty management"
"OL16500541W","Neural models of language processes"
"OL16904817W","Artificial intelligence techniques for industrial applications in job shop scheduling"
"OL16918162W","HCI and Usability for e-Inclusion"
"OL16924510W","Control and Automation"
"OL16932812W","Engineering Societies in the Agents World V"
"OL2034578W","IEEE International Joint Symposia on Intelligence and Systems"
"OL2227033W","Fourth Golden West Conference on Intelligent Systems, San Francisco, California U.S.A., June 12-14, 1995"
"OL2299876W","Robotika"
"OL2625615W","Rudiments of real-world theory of man-computer problem solving"
"OL3839712W","Future military applications for knowledge engineering"
"OL6442290W","GWAI-81, German Workshop on Artificial Intelligence, Bad Honnef, January 1981"
"OL6657971W","Prolog programming for artificial intelligence"
"OL8004427W","State space models of remote manipulation tasks"
"OL8054978W","Foundations of Knowledge Base Management"
"OL13205992W","Smart engineering systems"
"OL13378991W","Evolutionary computation, machine learning and data mining in bioinformatics"
"OL13590887W","Proceedings of the International Workshop on Intelligent Data Acquisition and Advanced Computing Systems--Technology and Applications"
"OL13643428W","Artificial intelligence through search"
"OL15455531W","Computational intelligence and pattern analysis in biology informatics"
"OL15545326W","Artificial intelligence"
"OL16932671W","Languages, Methodologies and Development Tools for Multi-Agent Systems"
"OL16942791W","Foundations of Intelligent Systems"
"OL16947150W","Nature Inspired Cooperative Strategies for Optimization (NICSO 2011)"
"OL16956747W","Ubiquitous Computing and Multimedia Applications"
"OL16962670W","Advances in Machine Learning I"
"OL17586109W","Soft Computing Applications And Intelligent Systems Second International Multiconference On Artificial Intelligence Technology Mcait 2013 Shah Alam August 2829 2013 Proceedings"
"OL2710031W","Artificial Intelligence & Manufacturing Research Planning Workshop"
"OL3670574W","AI '93"
"OL3950014W","Artificial Intelligence"
"OL4462316W","Formulation of tradeoffs in planning under uncertainty"
"OL5744231W","Proceedings of the 2004 IEEE International Conference on Information Reuse and Integration (IRI-2004)"
"OL10127771W","Expertise in problem solving"
"OL11167037W","Learning to improve iterative repair scheduling"
"OL11662277W","Design a chess program with built in artificial intelligence"
"OL11673947W","New trends in applied artificial intelligence"
"OL13593919W","Artificial intelligence and cognitive science"
"OL16058282W","AI in the 1980s and beyond"
"OL16934319W","Artificial Neural Networks – ICANN 2009"
"OL16959350W","Intelligent Interactive Multimedia Systems and Services"
