"id","name"
"OL7122241A","Portuguese Conference on Artificial Intelligence (15th 2011 Lisbon, Portugal)"
"OL7124548A","Jan Harlan"
"OL7203515A","Beniamino Murgante"
"OL949796A","Lori Levin"
"OL1012460A","International Conference on the Applications of Artificial Intelligence in Engineering (4th 1989 Cambridge, England)"
"OL1073050A","Patrice Bihan"
"OL1237948A","Yuichi Ohta"
"OL244450A","Patrick Henry Winston"
"OL2683687A","Ron Kimmel"
"OL2889830A","Judith Salk"
"OL4084462A","A.A. Jamberie"
"OL4613334A","Conference on Artificial Intelligence Applications (2nd 1985 Miami Beach, Fla.)"
"OL4710839A","Jason J. Lin"
"OL4992848A","David Aubin Yeo"
"OL535587A","Todd C. Moody"
"OL5378520A","IEEE International Symposium on Intelligent Control (1987 Philadelphia, Pa.)"
"OL5440162A","International Symposium on Neural Networks (4th 2007 Nanjing Shi, China)"
"OL6035037A","IEEE International Symposium on Intelligent Control (1989 Albany, NY)"
"OL6104733A","Murray Sandor Mazer"
"OL6543790A","International Conference on Artificial Intelligence, Methodology, Systems, Applications (3rd 1988 Varna, Bulgaria)"
"OL7124648A","Li-Shiang Tsay"
"OL7202317A","Francisco Botana"
"OL7204580A","Mark Zhou"
"OL7204939A","Gerardo I. Simari"
"OL755024A","Andreas Höpken"
"OL1602336A","M. Gams"
"OL1608947A","International Symposium on Intelligent Multimedia, Video and Speech Processing (1st 2001 Hong Kong, China)"
"OL3162373A","P. Chung"
"OL4505386A","International Spring School of Physics (4th 1962 Universita di Napoli)"
"OL6450662A","Scandinavian Conference on Artificial Intelligence (7th 2001 University of Southern Denmark)"
"OL6502947A","Daniel Suarez"
"OL663720A","Octavian Iordache"
"OL763345A","AISB91 (1991 University of Leeds)"
"OL768502A","Siegfried Engelmann"
"OL946005A","V. Sperschneider"
"OL1394461A","Jerry L. Prince"
"OL423299A","Martin Eisenhut"
"OL447770A","AISMC-2 (1994 Cambridge, England)"
"OL4953254A","International Conference on Computing (15th 2006 Mexico City, Mexico)"
"OL4971962A","IEEE International Conference on Information Reuse and Integration (2006 Waikoloa, Hawaii)"
"OL5025608A","NASA Study Group on Machine Intelligence and Robotics."
"OL5428184A","Claire Finnegan"
"OL580376A","Michael J. Kearns"
"OL581689A","D. Partridge"
"OL588422A","George L. Trigg"
"OL6041964A","International Conference on Intelligent User Interfaces (1999 Redondo Beach, Los Angeles, Calif.)"
"OL7212398A","Angel Kuri-Morales"
"OL7275227A","William John Teahan"
"OL814455A","Alexander Bolonkin"
"OL843583A","Morris W. Firebaugh"
"OL928352A","Conférence européenne sur les techniques et les applications de l'intelligence artificielle en milieu industriel et de service (2nd 1990 Paris, France)"
"OL1015800A","Marianne Baudinet"
"OL1050717A","Roszak, Theodore"
"OL1931580A","IEEE Milwaukee Symposium on Automatic Computation and Control (4th 1976)"
"OL198475A","G. S. Osipov"
"OL239260A","British Computer Society. Specialist Group on Expert Systems. International Conference Cambridge, England)"
"OL28641A","Robert A. Heinlein"
"OL3142597A","Andreas Holzinger"
"OL3227070A","Seong-Whan Lee"
"OL3236483A","Elizabeth A. Wilson"
"OL3251790A","Luca Cardelli"
"OL3282112A","Eric Horvitz"
"OL5563154A","International Conference on Artificial Intelligence and Law (5th 1995 University of Maryland, College Park)"
"OL6298316A","IEEE International Workshop on Tools for Artificial Intelligence (1989 Fairfax, Va.)"
"OL7067155A","Khulood Gaid"
"OL7119070A","Priti Srinivas Sajja"
"OL7204734A","Robert Porzel"
"OL1188491A","Martin A. Fischler"
"OL1708422A","Reid G. Smith"
"OL225565A","Achim Günther Hoffmann"
"OL3517686A","International Conference on Tools for Artificial Intelligence"
"OL5566015A","M. N. Howell"
"OL6448684A","Douglas A. Popken"
"OL6514192A","International Joint Conference on Artificial Intelligence (8th 1983 Karlsruhe)"
"OL6854810A","Pacific Rim International Conference on Artificial Intelligence (10th 2008 Hanoi, Vietnam)"
"OL7202753A","André Carlos Ponce de Leon Ferreira Carvalho"
"OL838143A","Craig A. Knoblock"
"OL905643A","Seminar ""Problemy iskusstvennogo intellekta"" (1989? Moscow, R.S.F.S.R.?)"
"OL1054261A","Florence Antomarchi"
"OL1397188A","Australian Joint Conference on Artificial Intelligence (17th 2004 Cairns, Qld.)"
"OL255794A","A. I. Stavit͡skiĭ"
"OL2646371A","Marvin Zelkowitz"
"OL2765887A","Allan M. Ramsay"
"OL3226664A","F. Masulli"
"OL3401539A","Jose Mira-Mira"
"OL4161739A","Jiaheng Zheng"
"OL4667615A","Klaus-Dieter Schewe"
"OL4862904A","George E. Cook"
"OL4871386A","Workshop for Pattern Discovery in Large Databases (1991 NASA Ames Research Center)"
"OL5031822A","Yun Peng"
"OL5486073A","Winifred Hewetson"
"OL6053429A","Forbes Gibb"
"OL6498330A","International Work-Conference on Artificial and Natural Neural Networks (8th 2005 Barcelona, Spain)"
"OL7121215A","MLMI 2010 (2010 Beijing, China)"
"OL7135298A","MATES 2010 (2010 Leipzig, Germany)"
"OL7243658A","William John Teahan"
"OL891925A","Witold Łukaszewicz"
"OL2128658A","John W. Lloyd"
"OL3303795A","Cynthia L. Breazeal"
"OL3323241A","Haralambos Mouratidis"
"OL3592917A","Tuncer L. Oren"
"OL5413461A","International Work-Conference on Artificial and Natural Neural Networks (6th 2001 Granada, Spain)"
"OL5987096A","International Joint Conference on Artificial Intelligence (4th 1975 Tiflis, Georgia)"
"OL7215463A","Zsófia Lendek"
"OL848616A","Vsesoi͡uznai͡a konferent͡sii͡a po problemam intellektualʹnykh sistem (5th 1990 Novosibirsk, Russia)"
"OL1199212A","Antonio Caronia"
"OL1535412A","Franco Canepa"
"OL2647802A","Dan B. Marghitu"
"OL3243106A","Michael Wellman"
"OL5518747A","Song Lin"
"OL7011118A","Han'guk Robot Sanŏp Hyŏphoe"
"OL715214A","Kenneth D. Forbus"
"OL7202574A","Elisabeth André"
"OL7205412A","Salvador Abreu"
"OL885218A","Deyi Li"
"OL891673A","David N. L. Levy"
"OL989046A","Conference on Artificial Intelligence for Space Applications (3rd 1987 Huntsville, Ala.)"
"OL266159A","Tom Richards"
"OL3301012A","M. Thorne"
"OL3593189A","M. M. Trivedi"
"OL3865374A","D, M Gabbay"
"OL4019309A","Andreas König"
"OL431643A","Eduardo Alonso"
"OL477528A","Australian Joint Conference on Artificial Intelligence (7th 1994 Armidale, N.S.W.)"
"OL4836618A","A. Bundy"
"OL4887513A","German Conference on Artificial Intelligence (23rd 1999 Bonn, Germany)"
"OL4940726A","Workshop on Foundations of Genetic Algorithms (9th 2007 Mexico City, Mexico)"
"OL5014668A","International Central and Eastern European Conference on Multi-Agent Systems (5th 2007 Leipzig, Germany)"
"OL5337789A","Cary C. Borchardt"
"OL541676A","AISMC-3 (1996 Steyr, Austria)"
"OL6714583A","Marjan Gušev"
"OL7007631A","Bruno Baruque"
"OL7313305A","Dickson Lukose"
"OL7317851A","Marcin Korytkowski"
"OL782910A","Werner Kolbe"
"OL2003833A","Anthony Adams"
"OL225818A","Margaret O. Hyde"
"OL2729362A","Neil Gershenfeld"
"OL392271A","Dave Prochnow"
"OL4667509A","Peter L. Derks"
"OL4880470A","René Kaiser"
"OL7193926A","Frank Sal Calcaterra"
"OL722823A","Philip R. Van Loocke"
"OL981761A","Mark A. Musen"
"OL1099193A","W. Bibel"
"OL1435454A","Andrew Wells"
"OL1608553A","Ward, Mark"
"OL2107459A","Frank Neumann"
"OL2641647A","James Johnson"
"OL2681485A","C. J. Barter"
"OL2934761A","Henry M. Rylko"
"OL4661108A","Richard M. Keller"
"OL4688329A","International Conference on Intelligent User Interfaces (2001 Santa Fe, N.M.)"
"OL5206205A","Douglas Chorpita"
"OL526945A","Diane Cook"
"OL5337174A","William F. Danner"
"OL5415074A","Portuguese Conference on Artificial Intelligence (10th 2001 Porto, Portugal)"
"OL5425011A","MDAI 2004 (1st 2004 Barcelona, Catalonia, Spain)"
"OL5621310A","J. S. Denton"
"OL5985115A","Susana Santos Martins"
"OL6713430A","Avaam Golʹdberg"
"OL6843544A","Ujjwal Maulik"
"OL7014769A","Anita Raja"
"OL7145269A","KES International Symposium on Intelligent Decision Technologies (2nd 2010 Loyola University, Maryland)"
"OL783964A","John A. Buckland"
"OL83485A","Jean-Claude Perez"
"OL839090A","Alexander E. Silverman"
"OL886210A","Léa Sombé"
"OL953840A","Robert Gordon Middleton"
"OL2752573A","Louis Frenzel"
"OL3178875A","Tetsuya Hoya"
"OL3249193A","Robert M. Harnish"
"OL4040537A","Ute Schmid"
"OL7113454A","Luis Camarinha-Matos"
"OL799867A","Guy Lazorthes"
"OL887748A","Maureen Firlej"
"OL890533A","Michael John Pazzani"
"OL1081705A","Robert Wilensky"
"OL1436501A","Ian Bogost"
"OL1521087A","International Conference on Simulation of Adaptive Behavior (7th 2002 University of Edinburgh)"
"OL229824A","VW'98 (1998 Paris, France)"
"OL2709945A","Yishai A. Feldman"
"OL29353A","Louis E. Frenzel"
"OL388066A","Kenneth M. Sayre"
"OL4944784A","Michel Saoula"
"OL501993A","TECOM Artificial Intelligence Symposium."
"OL5435229A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (3rd 2005 Cork, Ireland)"
"OL5436035A","ArgMAS 2005 (2005 Utrecht, Netherlands)"
"OL5735884A","Gianluca Consoli"
"OL6520555A","Artificial Neural Networks in Engineering Conference (2005 St. Louis, Mo.)"
"OL6545262A","N. E. Sharkey"
"OL685646A","Thorsten Poddig"
"OL6876230A","ECSIS Symposium on Learning and Adaptive Behaviors for Robotic Systems (2008 Edinburgh, Scotland)"
"OL7128309A","Carlo Combi"
"OL7202748A","Takashi Washio"
"OL7203417A","Astrid M. L. Kappers"
"OL7204540A","Adrian-Horia Dediu"
"OL842487A","International Conference on the Applications of Artificial Intelligence in Engineering (7th 1992 University of Waterloo)"
"OL1003203A","Erik T. Mueller"
"OL236322A","Keith Ansell-Pearson"
"OL265832A","International Conference on Computational Intelligence and Multimedia Applications (1998 Gippsland, Vic.)"
"OL2944826A","Bing-Yuan Cao"
"OL3098137A","Guy W. Lecky-Thompson"
"OL3342856A","Hong Cheng"
"OL3369114A","Jaap Van Den Herik"
"OL530615A","David D. Friedman"
"OL540960A","David Shenk"
"OL5448080A","Kōichi Niwa"
"OL5649445A","Ronald J. Brachman"
"OL586009A","Stefan Wrobel"
"OL6197480A","Franz-Peter Liebel"
"OL6849189A","David Izraĭlevich Dubrovskiĭ"
"OL7098160A","LION (Conference) (4th 2010 : $c Venice, Italy)"
"OL7211723A","Stanisław Gawiejnowicz"
"OL831682A","B. Zhang"
"OL1009439A","Patrick K. Simpson"
"OL1235706A","Jack Weber"
"OL222306A","Michael Robert William Dawson"
"OL228069A","Peter Vas"
"OL3098211A","Brian Schwab"
"OL3268364A","E. Charniak"
"OL3853683A","Moshe Tennenholtz"
"OL4664356A","D. R. Lefebvre"
"OL4854689A","James Lowrie"
"OL5585018A","D. Dasgupta"
"OL6423511A","National Conference on Artificial Intelligence (13th 1996 Portland, Or.)"
"OL7205101A","Shengchao Qin"
"OL7206504A","Juan R. González"
"OL7208825A","Quan Bai"
"OL837139A","Art Quaife"
"OL891005A","Yun Peng"
"OL1393533A","Justina Robson"
"OL1458968A","German Workshop on Artificial Intelligence (6th 1982 Bad Honnef, Germany)"
"OL2669907A","Avron Barr"
"OL2927830A","Ranjeet J. Uttamsingh"
"OL3269973A","Society Of Photo-Optical Instrumentation"
"OL5220002A","Hossein Najjari"
"OL6820403A","Carol E Meacham"
"OL719225A","Daniel Schutzer"
"OL7204891A","Azizah Abd Manaf"
"OL7209984A","Hyun-Seung Yang"
"OL763790A","Stephanie Cammarata"
"OL764676A","Jenny Raggett"
"OL883784A","Z. Hippe"
"OL954651A","Jean Louis Laurière"
"OL1776041A","Harold F. O'Neil"
"OL4041195A","D. Metzing"
"OL447710A","Melanie Mitchell"
"OL4744823A","NASA Intercenter Planning Committee for Computer Science"
"OL4901255A","Hélène Pelletier"
"OL5042999A","International Symposium on Intelligent and Distributed Computing (1st 2007 Craiova, Romania)"
"OL6524252A","International Conference on Intelligent User Interfaces (2006 Sydney, Australia)"
"OL6658500A","SpringerLink (Online service)"
"OL6944957A","Mexican International Conference on Artificial Intellgence (9th : 2010 Pachuca, Mexico)"
"OL7042360A","Dimitri Plemenos"
"OL7062186A","Irish Conference on Artificial Intelligence and Cognitive Science (20th 2009 Dublin, Ireland)"
"OL7203992A","Hocine Cherifi"
"OL885756A","Lutz Plümer"
"OL1234294A","Ray Meddis"
"OL205364A","Mētil Rādhākr̥ṣṇan"
"OL2207035A","Computer and Information Sciences Symposium (1963 Northwestern University)"
"OL2709571A","R. Trappl"
"OL3198934A","Lech Polkowski"
"OL7033574A","International Conference on Practical Applications of Agents and Multiagent Systems (9th 2011 Salamanca, Spain)"
"OL7148430A","German Conference on Artificial Intelligence (34th 2011 Berlin, Germany)"
"OL7205014A","Francisco José Perales"
"OL7213916A","Georgios Miaoulis"
"OL947918A","Ramsay, Allan"
"OL960841A","Pierre Marchais"
"OL1006870A","IFIP TC 10/WG 10.2 Working Conference on CAD Systems Using AI Techniques (1989 Tokyo, Japan)"
"OL1072855A","Symposium on Applications of Artificial Intelligence in Materials Science (1986 Orlando, Fla.)"
"OL1233555A","International NATO Symposium on Artificial and Human Intelligence (1981 Lyon, France)"
"OL1295069A","Susanne M. Humphrey"
"OL2803254A","Alan Bond"
"OL3106457A","Michele Lang"
"OL3177545A","Martin S. Nicklous"
"OL3179389A","Thomas Bräunl"
"OL3409477A","S.J. Russel"
"OL3419887A","Dan Corbett"
"OL3815065A","Andrew Golding"
"OL459900A","Edward A. Feigenbaum"
"OL4964533A","A. I︠U︡ Voronin"
"OL5117246A","Artificial Intelligence and Interactive Digital Entertainment Conference (3rd 2006 Stanford, Calif.)"
"OL530649A","Günter Ewald"
"OL5517813A","Henry A. Kautz"
"OL5920990A","Christina Diakaki"
"OL6081065A","Asian Conference on Robotics and Its Application (3rd 1997 Tokyo, Japan)"
"OL658673A","Robert M. French"
"OL7142545A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (23rd 2010 Cordoba, Spain)"
"OL7200674A","Jeng-Shyang Pan"
"OL7205400A","Abdelhamid Bouchachia"
"OL7210998A","Roberto De Virgilio"
"OL771060A","DELTA Conference on Research and Development (1990 Hague, Netherlands)"
"OL948853A","Edmund H. Durfee"
"OL1398406A","International Symposium on Temporal Representation and Reasoning (10th 2003 Cairns, Qld.)"
"OL1692128A","P. Jorion"
"OL230340A","H. Wansing"
"OL2692912A","Roger Kerr"
"OL2848584A","Scott Brewer"
"OL3073510A","Christopher Dede"
"OL4596605A","TECOM Artificial Intelligence Technology Symposium (1994 Aberdeen, Md.)"
"OL4662478A","Wayne Iba"
"OL4745294A","Lyndon B. Johnson Space Center"
"OL528924A","Louis Baker"
"OL6403462A","International Conference on Tools for Artificial Intelligence (11th 1999 Chicago, Ill.)"
"OL7147437A","Australian Conference on Artificial Life (3rd 2007 Gold Coast, Qld.)"
"OL7206835A","Paul Gastin"
"OL7356886A","Carlotta Piscopo"
"OL805610A","Dmitriĭ Aleksandrovich Pospelov"
"OL1027521A","Colloque québécois en informatique cognitive des organisations (1st 1987 Université du Québec à Montréal)"
"OL217894A","Michael Schroeder"
"OL4937755A","David R. Brown"
"OL530225A","Elżbieta Hajnicz"
"OL6305156A","Canada. Science Council of Canada."
"OL6371490A","International Conference on AI Planning Systems (1st 1992 College Park, Maryland)"
"OL7073935A","Janos J. Sarbo"
"OL7204531A","Joyce Westerink"
"OL720594A","Roy M. Turner"
"OL885709A","L.-F Pau"
"OL888724A","Partridge, Derek"
"OL989184A","John C. Hogge"
"OL1005227A","David S. Touretzky"
"OL1657266A","Ben T. Williams"
"OL241179A","J. R. Ennals"
"OL2742743A","Secretary of State"
"OL2784781A","Jack Minker"
"OL3154619A","Ian Miguel"
"OL3182340A","Fausto Giunchiglia"
"OL350116A","International Workshop on Qualitative Reasoning (10th 1996 Fallen Leaf Lake, Calif.)"
"OL3815905A","Delcamber"
"OL382151A","A. Caglayan"
"OL495073A","International Conference on Multi-Agent Systems (1st 1995 San Francisco, Calif.)"
"OL5461229A","International Conference on Computer Support for Collaborative Learning (2d 1997 University of Toronto)"
"OL6452974A","Nicholas O. Jefferson"
"OL6864355A","Distributed Intelligence in Design Symposium (2009 Salford, Greater Manchester, England)"
"OL7204268A","Joseph A. Konstan"
"OL836610A","George Kuttickal Chacko"
"OL1006827A","International Conference on Artificial Intelligence and Information-Control Systems of Robots (5th 1989 Štrbské Pleso, Czechoslovakia)"
"OL1028449A","Roy M. Salzman"
"OL1120316A","NATO Advanced Research Workshop on Neural Computers (1987 Neuss, Germany)"
"OL218488A","Ian Frank"
"OL27285A","European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty (1999 London, England)"
"OL5949173A","Michael Crichton"
"OL5961834A","European Society of Neuroradiology. Congress.(14th"
"OL6300979A","Conference on Artificial Intelligence for Applications (11th 1995 Los Angeles, Calif.)"
"OL6526098A","International Conference on Artificial Neural Networks (European Neural Network Society) (16th 2006 Athens, Greece)"
"OL6880134A","Fu Lee Wang"
"OL7205383A","Michel Cezon"
"OL7206939A","Steven Levy"
"OL7443488A","Langton, Christopher G"
"OL1403784A","International Conference on Knowledge Based Computer Systems (5th 2004 Centre for Development of Advanced Computing)"
"OL1758415A","Martin H. Greenberg"
"OL223883A","Dennis Elliott Shasha"
"OL2785083A","Mark T. Maybury"
"OL2817496A","Constantine Stephanidis"
"OL3639019A","John J. Morone"
"OL3640235A","Marti Hearst"
"OL3676223A","Mif"
"OL3756712A","Danny Weyns"
"OL4985010A","International Conference on Intelligent Systems Design and Applications (6th 2006 Jinan, Shandong Sheng, China)"
"OL5337258A","Donnie R. Ford"
"OL5367116A","JSAI 2006 (2006 Tokyo, Japan)"
"OL6220539A","Neural Networks '90 (1990 London, England)"
"OL6274646A","Armand M. de Callataÿ"
"OL661892A","Lorenzo Magnani"
"OL7124962A","Canadian Conference on Artificial Intelligence (23rd 2010 Ottawa, Canada)"
"OL7132183A","Quan guo luo ji xi tong zhi neng ke xue yu xin xi ke xue xue shu hui yi (4th 2006 Guiyang Shi, China)"
"OL7244183A","William John Teahan "
"OL949644A","David Leithauser"
"OL1130962A","Association for Computing Machinery."
"OL23197A","Roy M. Anker"
"OL2789387A","Stuart C. Shapiro"
"OL3181832A","Xin Yao"
"OL4161958A","Honghai Liu"
"OL4589475A","SHAPIRO"
"OL466092A","Winfried Siemerling"
"OL5614767A","European Workshop JELIA (1998 Dagstuhl, Germany)"
"OL5677298A","Jiming Liu"
"OL575042A","Nigel Ward"
"OL6491462A","International Conference on Artificial Intelligence Planning Systems (2nd 1994 Chicago)"
"OL686139A","Maureen Caudill"
"OL6937991A","Rafiqul Islam"
"OL713879A","Hugh M. Cartwright"
"OL7208157A","John G. Breslin"
"OL7345801A","Ashwin Ram"
"OL839997A","Anne Rooney"
"OL860317A","Léon F. Wegnez"
"OL1395818A","Mexican International Conference on Artificial Intelligence (3rd 2004 Mexico City, Mexico)"
"OL218753A","Braden R. Allenby"
"OL2709342A","Constantino Ciampi"
"OL3756637A","Grady Hanrahan"
"OL390736A","Scott Robert Ladd"
"OL3926395A","Michael Witbrock"
"OL4854691A","James Lowrie"
"OL6317741A","A. J Basu"
"OL7202529A","Marcin S. Szczuka"
"OL7204556A","Judith Bayard Cushing"
"OL7207728A","Cédric Pradalier"
"OL7243690A","William John Teahan "
"OL7336990A","Jiuyong Li"
"OL1707609A","Carole D. Hafner"
"OL1817340A","Joint Workshop on Pattern Recognition and Artificial Intelligence Hyannis, Mass. 1976."
"OL227073A","Stephen J. Cimbala"
"OL237973A","Simpósio Brasileiro de Inteligência Artificial (14th 1998 Porto Alegre, Brazil)"
"OL2493174A","Florida AI Research Symposium (12th 1999 Orlando, Fla.)"
"OL2700759A","Peter Cheeseman"
"OL2708319A","Laveen N. Kanal"
"OL2744319A","A. G. Cohn"
"OL3244649A","Weiru Liu"
"OL4372811A","Herbert A. Simon"
"OL5331235A","Conference on Computational Learning Theory (11th 1998 Madison, Wis.)"
"OL6453000A","Canadian Society for Computational Studies of Intelligence. (15th 2002 Calgary, Alta.)"
"OL6621353A","Robbie T. Nakatsu"
"OL688272A","Peter Desain"
"OL6953010A","Kōichi Furukawa"
"OL7073946A","Marina L. Gavrilova"
"OL7150065A","Juan D. Velásquez"
"OL7204937A","Ching-Hsien Hsu"
"OL7210240A","Chattrakul Sombattheera"
"OL785812A","Marianne Southall Winslett"
"OL970472A","Vsesoi͡uznai͡a konferent͡sii͡a po problemam intellektualʹnykh sistem (2nd 1987 Novosibirsk, R.S.F.S.R.?)"
"OL1013486A","Noah Kennedy"
"OL24098A","Brian Lumley"
"OL256797A","Lutishoor Salisbury"
"OL3227287A","Tadashi Kitamura"
"OL3872553A","Kristian Kersting"
"OL4588206A","Mary Kathryn Allen"
"OL5354446A","Ian J. Griffiths"
"OL5389170A","IEEE International Conference on Cognitive Informatics (5th 2006 Beijing, China)"
"OL5409607A","International Conference on Artificial Intelligence: Methodology, Systems, Applications (9th 2000 Varna, Bulgaria)"
"OL595555A","A. E. McClintock"
"OL609414A","Werner Sesink"
"OL6248212A","Jacques Pitrat"
"OL7199629A","Piotr Wach"
"OL7210609A","Javier Lacasta"
"OL7211439A","Angelo Oddi"
"OL7290061A","Krishna Sankar P"
"OL1277056A","S. M. Shali͡utin"
"OL23438A","Richard Dooling"
"OL24282A","Eric S. Nylund"
"OL2785480A","Frederick E. Petry"
"OL36335A","International Conference on Information Intelligence and Systems (1999 Bethesda, Md.)"
"OL4836597A","Ralph O. Dubayah"
"OL4861100A","Patrick J. Hall"
"OL4931586A","Sebastien Marion"
"OL539749A","German Conference on Artificial Intelligence (20th 1996 Dresden, Germany)"
"OL5879957A","Peggy Thomas"
"OL1075484A","Neil C. Rowe"
"OL1336413A","Science Research Council (Great Britain)"
"OL1690098A","Luc Steels"
"OL1901196A","National Research Council."
"OL1959579A","International Joint Conference on Artificial Intelligence (1st 1969 Washington, D.C.)"
"OL3039547A","John Koza"
"OL326027A","Lancaster International Workshop on Engineering Design (1995)"
"OL399591A","Portuguese Conference on Artificial Intelligence (8th 1997 Coimbra, Portugal)"
"OL5386506A","Computer Olympiad (3rd 1991 Maastricht, Netherlands)"
"OL5487904A","John Johnston"
"OL5915892A","Conference on Artificial Intelligence Applications (1st 1984 Denver)"
"OL6117747A","EvoBIO 2008 (2008 Naples, Italy)"
"OL6219304A","E. Tyugu"
"OL6691047A","Verena Rieser"
"OL7204923A","Pedro Real"
"OL7313515A","Hiromitsu Hattori"
"OL761178A","IEEE International Workshop on Emerging Technologies and Factory Automation (1st 1992 Melbourne, Vic.)"
"OL1030912A","IEEE International Workshop on Intelligent Robots and Systems (1st 1988 Tokyo, Japan)"
"OL1069781A","Christoph Walther"
"OL108017A","James Allen"
"OL1266676A","Shimura, Masamichi"
"OL3226700A","Philippe Jorrand"
"OL3307962A","W. Dubitzky"
"OL3640216A","Louis Steinberg"
"OL3814783A","Gabriel Jakobson"
"OL3815094A","Laskey"
"OL411179A","IASTED International Conference (1996 Honolulu, Hawaii)"
"OL5331208A","Conference on Computational Learning Theory (8th 1995 Santa Cruz, Calif.)"
"OL579488A","Lu, Ruqian"
"OL5921496A","EUROCALL 94 (Conference) (Pädagogische Hochschule, Karlsruhe, Germany)"
"OL5924293A","Judith P. Dick"
"OL6454496A","Catalonian Conference on AI (5th 2002 Castellón de la Plana, Spain)"
"OL6507910A","Symposium on Artificial Intelligence and Programming Languages (1977 University of Rochester, New York)"
"OL6542746A","ACS '2002 (2002 Miedzyzdroje, Poland)"
"OL66008A","Adam Warren"
"OL6956336A","International Conference on Pattern Recognition and Machine Intelligence (3rd 2009 New Delhi, India)"
"OL6995023A","Tianjin Feng"
"OL7000324A","Edward Szczerbicki"
"OL7204065A","Christian Guttmann"
"OL7208274A","Salem Benferhat"
"OL834541A","Robert Harris"
"OL954229A","Pietro Torasso"
"OL1003429A","Edward C. Ratledge"
"OL217152A","Peter Menzel"
"OL2197077A","Michael J. Pedelty"
"OL3193726A","Chris van Aart"
"OL447601A","Rajko Tomović"
"OL448147A","V. Daniel Hunt"
"OL4703494A","Paul J Krause"
"OL4862542A","Soe-Tsyr Yuan"
"OL5063900A","Joint Workshop on Pattern Recognition and Artificial Intelligence (1976 Hyannis, Mass.)"
"OL5423728A","Computer Music Modeling and Retrieval Symposium (1st 2003 Montpellier, France)"
"OL5758965A","Akademii︠a︡ nauk SSSR. Institut psikhologii"
"OL7204363A","Sören Auer"
"OL7205188A","Elena García-Barriocanal"
"OL7207753A","Ron Meyden"
"OL1397224A","International Conference on Hybrid Intelligent Systems (4th 2004 Kitakyushu, Japan)"
"OL1851528A","James 1947- Larson"
"OL3359628A","Cercone"
"OL407556A","European Conference on Artificial Life (4th 1997 Brighton, England)"
"OL4959337A","Stephen Regoczei"
"OL5318045A","Cognitive Science Society. Conference"
"OL5689646A","MATES 2005 (2005 Koblenz, Germany)"
"OL7121225A","Joint International Conference on Interactive Digital Storytelling (3rd 2010 Edinburgh, Scotland)"
"OL7150517A","ACII (Conference) (2011 Memphis, TN)"
"OL7207079A","Denis Cavallucci"
"OL7318814A","Juan F. Paz Santana"
"OL828829A","John Charles Francis"
"OL1192192A","International Conference on ""Logic, Informatics, Law"" (2nd 1985 Florence, Italy)"
"OL1396154A","AOIS 2003 (2003 Melbourne, Vic. and Chicago, Ill.)"
"OL1396594A","PRICAI 2004 (2004 Auckland, N.Z.)"
"OL244868A","Ewald Heer"
"OL3132127A","Angelo Loula"
"OL3263850A","W. Lewis Johnson"
"OL3319953A","D. Potter"
"OL3571012A","Zhu Li"
"OL4517943A","International Joint Conference on Artificial Intelligence (5th 1977 Massachusetts Institute of Technology)"
"OL5067036A","Robert Joseph Hall"
"OL5153421A","International Conference on Systems Research, Informatics, and Cybernetics (17th 2005 Baden-Baden, Germany)"
"OL5614784A","European Workshop on Learning Robots (1996 Brighton, England)"
"OL6457933A","International Symposium on Artificial Life and Robotics (7th 2002 Beppu-shi, Japan)"
"OL6496413A","International Conference on Intelligent User Interfaces (2005 San Diego, Calif.)"
"OL6818635A","James E Cates"
"OL7208574A","Alfio Gliozzo"
"OL738640A","Jack Hollingum"
"OL182877A","Chorafas, Dimitris N."
"OL335907A","Bertrand Meyer-Stabley"
"OL405105A","Jim Warren"
"OL4086057A","M. Bielli"
"OL4741471A","Österreichische Artificial Intelligence-Tagung. (5th 1989 Igls, Austria)"
"OL4868387A","Barry J. Glick"
"OL6453413A","IFAC Symposium on Artificial Intelligence in Real-Time Control (9th 2000 Budapest, Hungary)"
"OL668713A","WIPO Worldwide Symposium on the Intellectual Property Aspects of Artificial Intelligence (1991 Stanford University)"
"OL719871A","Gary C. Borchardt"
"OL7202166A","Rick Nouwen"
"OL7204524A","Gábor Székely"
"OL7208986A","Darina Dicheva"
"OL947566A","David A. McAllester"
"OL1125105A","Bernard Silver"
"OL2682658A","Anca L. Ralescu"
"OL275031A","Leonard Angel"
"OL333261A","Petra Ahrweiler"
"OL389620A","David Leavitt"
"OL4726622A","Marcello Frixione"
"OL5440262A","International Work-Conference on Artificial and Natural Neural Networks (9th 2007 San Sebastián, Spain)"
"OL5689771A","MDAI 2004 (2004 Barcelona, Spain)"
"OL5980179A","Kees de Koning"
"OL683489A","Ludger Pfeil"
"OL6942332A","International Conference on Machine Learning and Computing (2009 Perth, Australia)"
"OL7089753A","JELIA 2010 (2010 Helsinki, Finland)"
"OL7125002A","Terry Janssen"
"OL7212117A","J. Dix"
"OL762818A","Daniel Dubois"
"OL801737A","Ramiro A. de T. Guerreira"
"OL1011515A","R. Scott Grabinger"
"OL1046506A","Harris, Larry R. Ph. D."
