"id","subject"
"2159","Time-series analysis"
"2160","Toekomstverwachtingen"
"2161","Toepassingen"
"2162","Tools, Prehistoric"
"2163","Total quality management"
"2164","Traffic engineering"
"2165","Traitement automatique des langues naturelles"
"2166","Traitement d'images"
"2167","Traitement de l'information chez l'homme"
"2168","Traitement parallele"
"2169","Traitement reparti"
"2170","Traitement réparti"
"2171","Transformative Communication of Wisdom"
"2172","Translating"
"2173","Translators (Computer programs)"
"2174","Transmission sans fil"
"2175","Transport aircraft"
"2176","Transport theory"
"2177","Transputers"
"2178","Trends"
"2179","Trust"
"2180","Truth"
"2181","Truth maintenance systems"
"2182","Turbo C (Computer file)"
"2183","Turbo Pascal (Computer file)"
"2184","Turbo prolog"
"2185","Turing Hopper (Fictitious character)"
"2186","Turing machines"
"2187","Turing test"
"2188","Twenty-first century"
"2189","Ubiquitous computing"
"2190","Uncertainty"
"2191","Uncertainty (Information theory)"
"2192","Uniformatics"
"2193","United States"
"2194","United States. Army. Special Forces"
"2195","United States. Marine Corps"
"2196","United States. National Aeronautics and Space Administration"
"2197","United States. National Security Agency"
"2198","Universities"
"2199","University of California, Santa Barbara. Remote Sensing Research Unit"
"2200","Unsicheres Schlie€en"
"2201","Unsicherheit"
"2202","Unternehmen"
"2203","Unterstützungssystem <Informatik>"
"2204","Urban Sociology"
"2205","User Interfaces and Human Computer Interaction"
"2206","User interfaces (Computer systems)"
"2207","User manuals (Computer programs)"
"2208","User requirements"
"2209","User-Computer Interface"
"2210","User-centered system design"
"2211","VAX/VMS"
"2212","VAX/VMS (Computer operating system)"
"2213","VL1 system"
"2214","VL21 system"
"2215","Valuation"
"2216","Value-added networks (Computer networks)"
"2217","Vector spaces"
"2218","Vendetta"
"2219","Veranderingsprocessen"
"2220","Verbal communication"
"2221","Verification"
"2222","Verstand"
"2223","Verteiltes System"
"2224","Very large scale integration"
"2225","Vibration"
"2226","Vibration measurement"
"2227","Vida artificial"
"2228","Video"
"2229","Video game characters"
"2230","Video game tie-ins"
"2231","Video games"
"2232","ViewGen"
"2233","Vindolanda tablets"
"2234","Virtual memory systems"
"2235","Virtual reality"
"2236","Virtual reality in literature"
"2237","Virtue"
"2238","Virtuelle Realität"
"2239","Vision"
"2240","Vision artificielle (Robotique)"
"2241","Vision par ordinateur"
"2242","Vision robot"
"2243","Visual Perception"
"2244","Visual perception"
"2245","Visual texture recognition"
"2246","Visualization"
"2247","Visuelle Wahrnehmung"
"2248","Visuelles System"
"2249","Vocational qualifications"
"2250","Voyager 2 spacecraft"
"2251","WAP (Protocole de reseaux d'ordinateurs)"
"2252","WAP (protocole de reseaux d'ordinateurs)"
"2253","Waarneming"
"2254","Waarschijnlijkheidstheorie"
"2255","Wahrnehmung"
"2256","Wahrscheinlichkeit"
"2257","Wahrscheinlichkeitstheorie"
"2258","War"
"2259","War games"
"2260","Watson (Computer)"
"2261","Weapons"
"2262","Weapons systems"
"2263","Web"
"2264","Web databases"
"2265","Web services"
"2266","Web site development"
"2267","Web-Intelligent-System"
"2268","Weights and measures"
"2269","Wetenschapsdynamica"
"2270","Wetenschapssociologie"
"2271","White Noise"
"2272","Whole and parts (Philosophy)"
"2273","Wireless Application Protocol (Computer network protocol)"
"2274","Wireless communication systems"
"2275","Wisdom"
"2276","Wisdom (Psychology)"
"2277","Wisdom Literature"
"2278","Wisdom Traditions"
"2279","Wisdom of Solomon"
"2280","Wissensbasiertes System"
"2281","Wissenschaftsphilosophie"
"2282","Wissensraumtheorie"
"2283","Wissensrepräsentation"
"2284","Wissensrevision"
"2285","Wissenstechnik"
"2286","Wissensverarbeitung"
"2287","Witnesses"
"2288","Women"
"2289","Women archaeologists"
"2290","Women historians"
"2291","Women in politics"
"2292","Women mathematicians"
"2293","Women scientists"
"2294","Women travelers"
"2295","Wooden tablets"
"2296","Word processing"
"2297","Work groups"
"2298","World Wide Web"
"2299","World Wide Web in fiction"
"2300","World politics"
"2301","XML"
"2302","YA"
"2303","Yapay Zeka"
"2304","Zeit"
"2305","Zelf"
"2306","Ziel"
"2307","Zoology"
"2308","Zukunft"
"2309","acorn electron"
"2310","action"
"2311","adventure"
"2312","ai"
"2313","aliens"
"2314","and Epistemology"
"2315","android"
"2316","artificial heart"
"2317","artificial intelligence"
"2318","artificial intelligence -- social aspects"
"2319","automation"
"2320","award:hugo_award=1967"
"2321","award:hugo_award=1986"
"2322","award:hugo_award=novel"
"2323","bbc basic"
"2324","bbc micro"
"2325","big data -- social aspects"
"2326","chatbot"
"2327","child soldiers"
"2328","classification"
"2329","cognition"
"2330","computer science"
"2331","computers"
"2332","computing"
"2333","conspiracy"
"2334","constraint satisfaction"
"2335","contemporary American literature"
"2336","corporations"
"2337","cyberpunk"
"2338","cyborg"
"2339","data processing"
"2340","download free ebook"
"2341","dystopia"
"2342","dystopian"
"2343","electron"
"2344","electron computing"
"2345","end of the world"
"2346","free"
"2347","free book"
"2348","free ebook"
"2349","freebie"
"2350","future"
"2351","genes"
"2352","hackers"
"2353","hard sci-fi"
"2354","hegemony"
"2355","human intelligence"
"2356","humanity"
"2357","humour"
"2358","imaginary worlds"
"2359","intelligent life"
"2360","intelligent machines"
"2361","juvenile"
"2362","knowledge"
"2363","learning"
"2364","machine learning"
"2365","magic"
"2366","mathematics"
"2367","maths"
"2368","military education"
"2369","nano"
"2370","nano tech"
"2371","nanotech"
"2372","nanotechnology"
"2373","nyt:hardcover_fiction=2012-01-28"
"2374","nyt:mass_market_paperback=2011-07-30"
"2375","open learner modelling"
"2376","open_syllabus_project"
"2377","organic nano tech"
"2378","oversoul"
"2379","pattern recognition"
"2380","perma free"
"2381","permafree"
"2382","philosophy"
"2383","planning"
"2384","popular philosophy"
"2385","prediction"
"2386","prize:nebula"
"2387","problem solving"
"2388","psychology"
"2389","reasoning"
"2390","robotics"
"2391","robots"
"2392","science"
"2393","science fiction"
"2394","serial"
"2395","serial fiction"
"2396","series"
"2397","singularity"
"2398","social change"
"2399","space opera"
"2400","space warfare"
"2401","spirituality"
"2402","statistics"
"2403","technology"
"2404","technology -- social aspects"
"2405","technophilia"
"2406","technophobia"
"2407","textbooks"
"2408","thriller"
"2409","uncertainty"
"2410","utopia"
"2411","young adult"
"2412","Électronique numérique"
"2413","Évolution"
