"workid","authorid"
"OL12238909W","OL5337174A"
"OL12342374W","OL5417019A"
"OL13147099W","OL6044846A"
"OL15568119W","OL6758410A"
"OL16478969W","OL2705112A"
"OL16923108W","OL7200972A"
"OL16923799W","OL541899A"
"OL16932674W","OL2461841A"
"OL1905169W","OL228069A"
"OL3989080W","OL732640A"
"OL4043147W","OL751326A"
"OL4099104W","OL768003A"
"OL4484304W","OL894948A"
"OL450252W","OL25359A"
"OL4696675W","OL971621A"
"OL4969838W","OL1073041A"
"OL5485096W","OL1299379A"
"OL5718622W","OL1390795A"
"OL6330209W","OL1654985A"
"OL8327162W","OL2769189A"
"OL8641323W","OL2911682A"
"OL8807064W","OL3008983A"
"OL9333269W","OL3378949A"
"OL12341596W","OL5416370A"
"OL16600800W","OL7112622A"
"OL16963334W","OL7208574A"
"OL17435201W","OL7202580A"
"OL2152882W","OL270651A"
"OL2399405W","OL329045A"
"OL285516W","OL2642274A"
"OL2949903W","OL450098A"
"OL3563018W","OL600266A"
"OL3936579W","OL717362A"
"OL4375294W","OL860704A"
"OL4553667W","OL919986A"
"OL9162969W","OL3238060A"
"OL9959149W","OL3926445A"
"OL11167336W","OL4662710A"
"OL11259750W","OL4718033A"
"OL12989076W","OL5905368A"
"OL13012416W","OL5924293A"
"OL15081609W","OL6733984A"
"OL16564082W","OL7099535A"
"OL16954254W","OL541899A"
"OL16955341W","OL7207129A"
"OL16978652W","OL7211447A"
"OL17740977W","OL22866A"
"OL4153114W","OL782910A"
"OL4484298W","OL894948A"
"OL4744772W","OL989885A"
"OL4782499W","OL1005201A"
"OL4782543W","OL1005227A"
"OL5108195W","OL1125258A"
"OL5436412W","OL1277805A"
"OL7939229W","OL2646898A"
"OL8057618W","OL2682477A"
"OL13567823W","OL6430226A"
"OL13640168W","OL6496398A"
"OL13651935W","OL6507903A"
"OL15300161W","OL6729562A"
"OL16939645W","OL7203515A"
"OL16944397W","OL7204923A"
"OL16946979W","OL7205511A"
"OL16951351W","OL7206302A"
"OL16956325W","OL86196A"
"OL16962098W","OL7208274A"
"OL17188756W","OL7243690A"
"OL2162014W","OL272631A"
"OL3900756W","OL709436A"
"OL4091989W","OL766419A"
"OL4317696W","OL840087A"
"OL4472461W","OL892020A"
"OL4812041W","OL1013793A"
"OL4981640W","OL1076682A"
"OL5285165W","OL1197634A"
"OL6800057W","OL1859425A"
"OL12085983W","OL5232002A"
"OL12790100W","OL5749706A"
"OL13361721W","OL6254727A"
"OL15453929W","OL6842974A"
"OL16946178W","OL1397245A"
"OL17523466W","OL7338633A"
"OL2745021W","OL402616A"
"OL3002226W","OL460596A"
"OL3804026W","OL674126A"
"OL4097205W","OL767594A"
"OL5365132W","OL1235706A"
"OL5767530W","OL1406297A"
"OL6105030W","OL1554365A"
"OL6223633W","OL1608023A"
"OL6608726W","OL1776634A"
"OL9032164W","OL3150715A"
"OL9593632W","OL3593147A"
"OL10057808W","OL4039638A"
"OL11065732W","OL4615374A"
"OL11167878W","OL4662988A"
"OL11674637W","OL4941231A"
"OL12331645W","OL5408950A"
"OL12343529W","OL5417959A"
"OL12603162W","OL5611088A"
"OL13440717W","OL6324753A"
"OL16940445W","OL1216133A"
"OL16944038W","OL7204833A"
"OL3597398W","OL609414A"
"OL4071417W","OL761178A"
"OL4621335W","OL947918A"
"OL5053801W","OL1104013A"
"OL5136717W","OL1134858A"
"OL7441008W","OL342699A"
"OL8823681W","OL3018664A"
"OL9400694W","OL3436633A"
"OL9890336W","OL3872555A"
"OL9959097W","OL3926395A"
"OL11898922W","OL5101449A"
"OL12374023W","OL5440177A"
"OL13728478W","OL6573342A"
"OL16070017W","OL888905A"
"OL16527425W","OL7085494A"
"OL16527425W","OL7085495A"
"OL16527425W","OL7085496A"
"OL16932049W","OL7202568A"
"OL17872278W","OL948859A"
"OL17872278W","OL1546471A"
"OL3256696W","OL530615A"
"OL3256850W","OL530662A"
"OL3814560W","OL677619A"
"OL4052752W","OL754956A"
"OL4239025W","OL813811A"
"OL4698060W","OL972130A"
"OL5042114W","OL1099193A"
"OL6439313W","OL1706935A"
"OL9098131W","OL3197510A"
"OL9369079W","OL3409477A"
"OL11548871W","OL4862284A"
"OL11622867W","OL4908450A"
"OL11674428W","OL4941044A"
"OL12872258W","OL5813045A"
"OL15125180W","OL20531A"
"OL15475731W","OL6548157A"
"OL15611032W","OL6854808A"
"OL16692661W","OL3098899A"
"OL17347009W","OL7287406A"
"OL3920040W","OL713879A"
"OL4698081W","OL972134A"
"OL5266625W","OL1191227A"
"OL5699670W","OL1386874A"
"OL8856030W","OL3039503A"
"OL9585555W","OL3585385A"
"OL11174244W","OL4666456A"
"OL11541204W","OL4857568A"
"OL12109904W","OL5248191A"
"OL13512282W","OL6380690A"
"OL16058596W","OL588096A"
"OL16058596W","OL459900A"
"OL16916005W","OL401127A"
"OL16943278W","OL5518747A"
"OL16949496W","OL7205972A"
"OL16963892W","OL7208695A"
"OL17190316W","OL7244154A"
"OL2842087W","OL426310A"
"OL3938004W","OL717642A"
"OL4156160W","OL783964A"
"OL8856130W","OL3039620A"
"OL9890209W","OL3872383A"
"OL9890245W","OL3872431A"
"OL10504285W","OL4358937A"
"OL11161999W","OL4660136A"
"OL15483277W","OL6686609A"
"OL15581294W","OL6872523A"
"OL16884680W","OL990008A"
"OL16940254W","OL1216133A"
"OL16983048W","OL7212398A"
"OL17309522W","OL7276210A"
"OL17550188W","OL7345755A"
"OL1967799W","OL236322A"
"OL2718697W","OL397884A"
"OL2767862W","OL407212A"
"OL2896993W","OL440500A"
"OL2951959W","OL450515A"
"OL4081890W","OL764343A"
"OL4474739W","OL892586A"
"OL4476698W","OL893173A"
"OL4679433W","OL965110A"
"OL4846073W","OL1027521A"
"OL5136713W","OL1134858A"
"OL5758584W","OL1401339A"
"OL8452094W","OL2819609A"
"OL8642466W","OL2912486A"
"OL9469945W","OL3488544A"
"OL10232356W","OL4193945A"
"OL11358989W","OL4771566A"
"OL12261909W","OL5354446A"
"OL13574947W","OL6436684A"
"OL15941538W","OL6460233A"
"OL16651999W","OL7131655A"
"OL16940570W","OL3227938A"
"OL16944387W","OL7130302A"
"OL16956238W","OL7207275A"
"OL17896441W","OL6964744A"
"OL1865081W","OL223266A"
"OL2024368W","OL244450A"
"OL2386938W","OL326027A"
"OL4052756W","OL754956A"
"OL4437689W","OL882945A"
"OL4644241W","OL954009A"
"OL4896301W","OL1046631A"
"OL4963706W","OL1071334A"
"OL11004151W","OL4578641A"
"OL12374006W","OL5440162A"
"OL12374125W","OL5440262A"
"OL12532671W","OL59627A"
"OL12904739W","OL5837191A"
"OL13269972W","OL6172404A"
"OL13690886W","OL6545329A"
"OL1884281W","OL225565A"
"OL4780533W","OL1004516A"
"OL5116083W","OL1127376A"
"OL6341811W","OL1659013A"
"OL9359475W","OL3401539A"
"OL9619577W","OL3616691A"
"OL116385W","OL29790A"
"OL12911372W","OL5842523A"
"OL13591665W","OL6451849A"
"OL14986244W","OL1901196A"
"OL15831918W","OL389620A"
"OL15882480W","OL6928117A"
"OL16486524W","OL6964744A"
"OL16634376W","OL7124990A"
"OL16934618W","OL401127A"
"OL17387624W","OL7299382A"
"OL17877868W","OL30024A"
"OL3353070W","OL544523A"
"OL4776285W","OL1003259A"
"OL4790186W","OL1007623A"
"OL5068174W","OL1110290A"
"OL11506585W","OL4836524A"
"OL11583623W","OL4885856A"
"OL13308914W","OL6207553A"
"OL13609507W","OL6468252A"
"OL16919195W","OL7200349A"
"OL16939153W","OL7203767A"
"OL16942807W","OL7204566A"
"OL16945011W","OL6749946A"
"OL16946010W","OL7106538A"
"OL17774333W","OL19759A"
"OL2638195W","OL384391A"
"OL3571174W","OL59627A"
"OL6244224W","OL1620973A"
"OL6380847W","OL1677621A"
"OL8203326W","OL2729362A"
"OL8203326W","OL6967861A"
"OL9098112W","OL3197489A"
"OL9619504W","OL3616631A"
"OL11336699W","OL4764629A"
"OL11876625W","OL5085928A"
"OL12360255W","OL5430262A"
"OL12368130W","OL5436035A"
"OL13595627W","OL6455555A"
"OL15155081W","OL956918A"
"OL16924815W","OL7201239A"
"OL16929768W","OL3665459A"
"OL16942976W","OL3585389A"
"OL16955297W","OL3179554A"
"OL3474171W","OL579149A"
"OL4111633W","OL771060A"
"OL4279267W","OL829773A"
"OL5262895W","OL1190070A"
"OL9890221W","OL3872402A"
"OL11688496W","OL4950977A"
"OL11919437W","OL5117246A"
"OL11993004W","OL5171542A"
"OL12390321W","OL5451929A"
"OL13361614W","OL6254624A"
"OL16014175W","OL6964744A"
"OL16030649W","OL27278A"
"OL16160485W","OL7004769A"
"OL16978628W","OL655935A"
"OL3386198W","OL553452A"
"OL4122258W","OL773781A"
"OL4866716W","OL1035810A"
"OL5362697W","OL1234891A"
"OL5435887W","OL1277566A"
"OL5479384W","OL1296827A"
"OL9387087W","OL3423148A"
"OL942316W","OL83485A"
"OL10370553W","OL4294211A"
"OL12302712W","OL5386947A"
"OL12345201W","OL5419163A"
"OL12625727W","OL5628062A"
"OL12639865W","OL5636728A"
"OL16048544W","OL893441A"
"OL16129403W","OL6989639A"
"OL16129403W","OL6993061A"
"OL16129403W","OL6993062A"
"OL16129403W","OL6604240A"
"OL16505816W","OL7079142A"
"OL16943803W","OL7204776A"
"OL16963470W","OL401127A"
"OL16971024W","OL7204545A"
"OL16989636W","OL5408590A"
"OL16989636W","OL589701A"
"OL17190396W","OL7244183A"
"OL17466682W","OL7322335A"
"OL2848298W","OL428111A"
"OL3531159W","OL591780A"
"OL4313987W","OL839090A"
"OL4641679W","OL953367A"
"OL5023548W","OL1092497A"
"OL5741181W","OL1395818A"
"OL720962W","OL57853A"
"OL8458033W","OL2822055A"
"OL11445011W","OL4813817A"
"OL11506835W","OL4836618A"
"OL12317915W","OL5398719A"
"OL13598131W","OL6457933A"
"OL15903586W","OL6933623A"
"OL16183602W","OL7015288A"
"OL16368045W","OL3977391A"
"OL16915946W","OL7199463A"
"OL16932080W","OL7202574A"
"OL16943862W","OL401127A"
"OL18172248W","OL2951966A"
"OL18172248W","OL1708431A"
"OL18172248W","OL384731A"
"OL2943211W","OL448862A"
"OL3431458W","OL566336A"
"OL3777329W","OL666743A"
"OL4197285W","OL798259A"
"OL5406371W","OL1261731A"
"OL5751899W","OL1399356A"
"OL6105042W","OL1554365A"
"OL6336837W","OL1657266A"
"OL8361376W","OL2783933A"
"OL8694348W","OL2941407A"
"OL10554128W","OL4382234A"
"OL11210447W","OL4688329A"
"OL12068283W","OL5220310A"
"OL12277780W","OL5367253A"
"OL13644718W","OL6500865A"
"OL13671372W","OL6526804A"
"OL16962707W","OL2785453A"
"OL1726333W","OL198475A"
"OL2016084W","OL243153A"
"OL2767531W","OL407126A"
"OL4943955W","OL1063261A"
"OL5339773W","OL1225543A"
"OL5895015W","OL1454369A"
"OL9246978W","OL3303795A"
"OL9384913W","OL3421237A"
"OL10057855W","OL4039762A"
"OL10299327W","OL4257619A"
"OL15342435W","OL1671852A"
"OL16170523W","OL7009226A"
"OL16561309W","OL52174A"
"OL16924139W","OL3179389A"
"OL16929684W","OL5914649A"
"OL16932961W","OL1708431A"
"OL16941088W","OL4163509A"
"OL1929351W","OL231370A"
"OL2749752W","OL403440A"
"OL3930412W","OL716170A"
"OL3965511W","OL724697A"
"OL4774365W","OL1002649A"
"OL4866712W","OL1035810A"
"OL5093098W","OL1121022A"
"OL9075836W","OL3179839A"
"OL1066976W","OL108017A"
"OL12403978W","OL5461706A"
"OL13679987W","OL6534904A"
"OL13761754W","OL6603674A"
"OL16946417W","OL4019309A"
"OL16984907W","OL5155267A"
"OL16989214W","OL401127A"
"OL16989720W","OL1708431A"
"OL1959115W","OL235164A"
"OL2810655W","OL417742A"
"OL2980143W","OL456089A"
"OL3510600W","OL587189A"
"OL4045220W","OL752123A"
"OL4832943W","OL1022100A"
"OL4984725W","OL1077668A"
"OL7081959W","OL1996948A"
"OL10671550W","OL4451605A"
"OL12052364W","OL5209455A"
"OL13139620W","OL6035037A"
"OL13219216W","OL6126958A"
"OL13612666W","OL6471057A"
"OL16945828W","OL3756712A"
"OL16977645W","OL7211252A"
"OL17074457W","OL2631171A"
"OL18162788W","OL3300352A"
"OL4098962W","OL767956A"
"OL5606805W","OL1350560A"
"OL5744844W","OL1397224A"
"OL8842042W","OL3030002A"
"OL11166920W","OL4662476A"
"OL11176446W","OL4667509A"
"OL11744096W","OL4991424A"
"OL12139787W","OL5267507A"
"OL12374096W","OL5440238A"
"OL12497717W","OL5531724A"
"OL12711835W","OL5689771A"
"OL13201425W","OL6111222A"
"OL13409575W","OL6298316A"
"OL16464768W","OL7067084A"
"OL16645550W","OL832360A"
"OL16645550W","OL7129186A"
"OL16645550W","OL7129187A"
"OL16981384W","OL7212027A"
"OL3511717W","OL587423A"
"OL4273023W","OL828148A"
"OL4539929W","OL914936A"
"OL5055477W","OL1104789A"
"OL5755476W","OL1400353A"
"OL7833343W","OL2493174A"
"OL8613168W","OL2895492A"
"OL9147600W","OL3227907A"
"OL9251714W","OL3307962A"
"OL10950736W","OL4548133A"
"OL11173316W","OL4665976A"
"OL11262593W","OL1233061A"
"OL11302853W","OL4744823A"
"OL11776858W","OL5014668A"
"OL1311228W","OL133220A"
"OL13181841W","OL6094201A"
"OL13368051W","OL6260351A"
"OL13593323W","OL6453413A"
"OL13595574W","OL6455504A"
"OL13766549W","OL6608280A"
"OL16646013W","OL7129337A"
"OL16767684W","OL7161948A"
"OL16824042W","OL7176522A"
"OL16935568W","OL5135104A"
"OL16935995W","OL5193977A"
"OL16941400W","OL2740666A"
"OL1855962W","OL222152A"
"OL2634096W","OL383796A"
"OL4453349W","OL887119A"
"OL4733126W","OL985346A"
"OL490943W","OL30668A"
"OL5614787W","OL1353315A"
"OL8362371W","OL2784865A"
"OL9364691W","OL3405861A"
"OL9890125W","OL3872291A"
"OL12360239W","OL5430251A"
"OL15077185W","OL2945359A"
"OL15539481W","OL6864765A"
"OL16975455W","OL712878A"
"OL16989441W","OL7213873A"
"OL1840468W","OL220399A"
"OL2829479W","OL422637A"
"OL3638474W","OL621650A"
"OL3645319W","OL623757A"
"OL3975209W","OL727634A"
"OL4770863W","OL1001686A"
"OL526632W","OL37053A"
"OL5473219W","OL1294793A"
"OL8537231W","OL2858362A"
"OL9157777W","OL3234533A"
"OL11671317W","OL4938355A"
"OL11690802W","OL4952501A"
"OL11817405W","OL5042999A"
"OL12192107W","OL5301318A"
"OL12593041W","OL5603602A"
"OL13340028W","OL6235327A"
"OL13544769W","OL6410197A"
"OL13843680W","OL6713430A"
"OL16929291W","OL7202000A"
"OL16941709W","OL586075A"
"OL16998848W","OL7117861A"
"OL17446364W","OL7316362A"
"OL1958850W","OL235116A"
"OL3486056W","OL581689A"
"OL4997054W","OL1081705A"
"OL5205884W","OL1164403A"
"OL6047177W","OL1522207A"
"OL9830815W","OL3815056A"
"OL9870613W","OL3853674A"
"OL11548120W","OL4861844A"
"OL11563219W","OL4871386A"
"OL11674328W","OL4940951A"
"OL11989581W","OL5168874A"
"OL12053876W","OL5210617A"
"OL12369432W","OL5436977A"
"OL12680070W","OL5666307A"
"OL13622945W","OL6480461A"
"OL15916743W","OL37769A"
"OL16937727W","OL6955868A"
"OL1781529W","OL211776A"
"OL2762529W","OL406000A"
"OL4559853W","OL922388A"
"OL4987241W","OL1078389A"
"OL6956487W","OL1931580A"
"OL8324381W","OL2766871A"
"OL8498088W","OL2840143A"
"OL11548066W","OL4861808A"
"OL16941651W","OL7204282A"
"OL16942838W","OL7204571A"
"OL16947921W","OL7205690A"
"OL1952087W","OL234120A"
"OL2396554W","OL328329A"
"OL3474169W","OL579149A"
"OL6054827W","OL1527464A"
"OL8856045W","OL3039511A"
"OL9170704W","OL3243106A"
"OL9386538W","OL3422674A"
"OL9507108W","OL3517686A"
"OL9619528W","OL3616657A"
"OL9890121W","OL3872287A"
"OL10625130W","OL4422346A"
"OL11214702W","OL4691218A"
"OL11611334W","OL4901255A"
"OL13323569W","OL6220539A"
"OL13662572W","OL6518280A"
"OL16943447W","OL7204693A"
"OL16943771W","OL7204767A"
"OL3138897W","OL497492A"
"OL3764656W","OL662787A"
"OL4115693W","OL772166A"
"OL4866757W","OL1035810A"
"OL5897712W","OL1455264A"
"OL6185290W","OL1591131A"
"OL7005234W","OL1959579A"
"OL735793W","OL59627A"
"OL9430935W","OL3461875A"
"OL11868043W","OL5079388A"
"OL12090313W","OL5234861A"
"OL12343327W","OL5417796A"
"OL13644971W","OL6501112A"
"OL16698621W","OL7150076A"
"OL16920722W","OL541899A"
"OL16932736W","OL7202498A"
"OL16939629W","OL7203862A"
"OL16940214W","OL7203992A"
"OL16960919W","OL7208052A"
"OL17606278W","OL7362816A"
"OL17964460W","OL884448A"
"OL3122952W","OL492713A"
"OL3528510W","OL591163A"
"OL3944062W","OL719089A"
"OL4643366W","OL953810A"
"OL4799511W","OL1010079A"
"OL4799511W","OL4752681A"
"OL5369467W","OL1237986A"
"OL8243946W","OL1918824A"
"OL8273655W","OL2752978A"
"OL8982364W","OL3119600A"
"OL9142826W","OL3223608A"
"OL11536943W","OL4854689A"
"OL12299191W","OL5384144A"
"OL13547871W","OL6412815A"
"OL16307069W","OL7042365A"
"OL16634392W","OL7125001A"
"OL16634392W","OL7125002A"
"OL16634392W","OL7125003A"
"OL16925412W","OL454244A"
"OL16942455W","OL7204474A"
"OL16944435W","OL714857A"
"OL16944479W","OL7204953A"
"OL16956573W","OL7207323A"
"OL16982266W","OL6714583A"
"OL16983056W","OL2683687A"
"OL16998144W","OL7215463A"
"OL1830230W","OL219254A"
"OL2024364W","OL244450A"
"OL2720303W","OL398121A"
"OL286040W","OL2642964A"
"OL3509055W","OL586760A"
"OL3545055W","OL595555A"
"OL3589451W","OL607082A"
"OL3960836W","OL723389A"
"OL4438684W","OL883164A"
"OL4817346W","OL1015800A"
"OL5731690W","OL1393533A"
"OL6185289W","OL1591131A"
"OL6542635W","OL1749186A"
"OL83345W","OL21871A"
"OL9211376W","OL3274685A"
"OL11671629W","OL4938607A"
"OL12184007W","OL5295875A"
"OL12349419W","OL5422228A"
"OL12536349W","OL5560494A"
"OL13670646W","OL6526098A"
"OL15896299W","OL471224A"
"OL16933391W","OL401127A"
"OL16960900W","OL7207836A"
"OL16963343W","OL7208580A"
"OL2496942W","OL350116A"
"OL3758698W","OL661006A"
"OL4343345W","OL849745A"
"OL4448532W","OL885756A"
"OL4785480W","OL1006221A"
"OL5267280W","OL1191439A"
"OL5388635W","OL1251631A"
"OL8057154W","OL2681936A"
"OL11671321W","OL4938359A"
"OL12302640W","OL5386879A"
"OL13009212W","OL5921496A"
"OL13756006W","OL235116A"
"OL16174355W","OL7011118A"
"OL16239094W","OL7031952A"
"OL16299225W","OL7040313A"
"OL16916131W","OL7199516A"
"OL16918384W","OL7200187A"
"OL169343W","OL2095029A"
"OL16941733W","OL7204295A"
"OL16942893W","OL7204580A"
"OL16962882W","OL7208471A"
"OL2445828W","OL338872A"
"OL2728983W","OL399612A"
"OL3258209W","OL530929A"
"OL3513520W","OL587904A"
"OL3623052W","OL617028A"
"OL3839039W","OL686139A"
"OL4972395W","OL1073774A"
"OL5356457W","OL1233061A"
"OL9383183W","OL3419887A"
"OL9959168W","OL3926463A"
"OL10399638W","OL4313917A"
"OL11550924W","OL4863568A"
"OL11591545W","OL4891343A"
"OL12343345W","OL5417813A"
"OL15044038W","OL19637A"
"OL15254200W","OL2641647A"
"OL15451717W","OL6697233A"
"OL16533502W","OL2822951A"
"OL16591753W","OL7109311A"
"OL16941114W","OL7203992A"
"OL17900901W","OL2642535A"
"OL2677293W","OL390705A"
"OL3784521W","OL668713A"
"OL3943823W","OL719031A"
"OL4515553W","OL905643A"
"OL4644396W","OL954043A"
"OL5060403W","OL1107042A"
"OL6225948W","OL1608947A"
"OL6337311W","OL1657423A"
"OL7915099W","OL2642617A"
"OL825088W","OL70017A"
"OL9529537W","OL3534777A"
"OL10101430W","OL4086057A"
"OL12215542W","OL5318045A"
"OL12524363W","OL5551588A"
"OL13212883W","OL6121376A"
"OL13590112W","OL6450370A"
"OL13632517W","OL6489196A"
"OL15009717W","OL1003497A"
"OL15622271W","OL6778098A"
"OL16183580W","OL7015282A"
"OL16917853W","OL1394461A"
"OL16945300W","OL7205064A"
"OL16961081W","OL2785074A"
"OL16983232W","OL7212436A"
"OL175681W","OL22332A"
"OL2637146W","OL384238A"
"OL3792938W","OL671081A"
"OL4216923W","OL805610A"
"OL4316205W","OL839685A"
"OL4448434W","OL885709A"
"OL585620W","OL42959A"
"OL7119256W","OL2020529A"
"OL9868514W","OL3851545A"
"OL12206286W","OL5311384A"
"OL12373977W","OL5440140A"
"OL13212066W","OL6120687A"
"OL16279635W","OL1458877A"
"OL16471431W","OL6502947A"
"OL16693064W","OL7147748A"
"OL16942166W","OL7204395A"
"OL16953285W","OL7206724A"
"OL17517688W","OL7336990A"
"OL2172499W","OL274606A"
"OL263284W","OL26237A"
"OL2738107W","OL401378A"
"OL2829108W","OL422563A"
"OL2931058W","OL446795A"
"OL2994705W","OL458987A"
"OL3486054W","OL581689A"
"OL4719531W","OL980338A"
"OL5101825W","OL1123379A"
"OL8057525W","OL2682370A"
"OL9147597W","OL3227900A"
"OL9830817W","OL3815063A"
"OL11166913W","OL4662471A"
"OL11468952W","OL4827772A"
"OL11536941W","OL4854687A"
"OL11996738W","OL5174449A"
"OL12531011W","OL5556507A"
"OL13150789W","OL6049877A"
"OL13239121W","OL6144774A"
"OL13349284W","OL6243495A"
"OL13574949W","OL6436686A"
"OL15985684W","OL6955687A"
"OL16282805W","OL335523A"
"OL16929883W","OL6880134A"
"OL16941009W","OL7202289A"
"OL16942725W","OL712878A"
"OL16945566W","OL5062543A"
"OL3544069W","OL595250A"
"OL4123465W","OL2627714A"
"OL6785199W","OL1851528A"
"OL15964541W","OL237976A"
"OL16010278W","OL6963509A"
"OL16010278W","OL7014769A"
"OL16934011W","OL7202884A"
"OL2660846W","OL388066A"
"OL3457263W","OL575863A"
"OL3541281W","OL594593A"
"OL4620606W","OL947711A"
"OL4643454W","OL953840A"
"OL5353264W","OL1232212A"
"OL8616126W","OL2897227A"
"OL9093838W","OL3193726A"
"OL9676565W","OL3671289A"
"OL10504301W","OL4358943A"
"OL120382W","OL1237234A"
"OL12290116W","OL5377186A"
"OL12573172W","OL5588465A"
"OL12965427W","OL5886332A"
"OL13307877W","OL6206652A"
"OL13581712W","OL6442732A"
"OL15497084W","OL6854472A"
"OL16945458W","OL7205163A"
"OL16946161W","OL7205273A"
"OL16968176W","OL7209482A"
"OL3025700W","OL466092A"
"OL3340779W","OL541699A"
"OL3363857W","OL546913A"
"OL3363857W","OL217152A"
"OL3790587W","OL670401A"
"OL3937335W","OL717501A"
"OL4635007W","OL951474A"
"OL5742249W","OL1396235A"
"OL6924477W","OL1917846A"
"OL735791W","OL59627A"
"OL8055090W","OL2679805A"
"OL9390471W","OL3426142A"
"OL16940652W","OL7124964A"
"OL16941141W","OL3179989A"
"OL173103W","OL2213260A"
"OL1941533W","OL232989A"
"OL2926393W","OL445978A"
"OL3143379W","OL498973A"
"OL3616930W","OL615047A"
"OL4326766W","OL843079A"
"OL4977825W","OL1075484A"
"OL5965993W","OL1481192A"
"OL8131144W","OL2708408A"
"OL8642468W","OL2912488A"
"OL11280534W","OL4730580A"
"OL11536945W","OL4854691A"
"OL11617376W","OL4905046A"
"OL12302077W","OL5386466A"
"OL12490772W","OL5526641A"
"OL13212096W","OL6120711A"
"OL16654064W","OL7132550A"
"OL16943825W","OL3216148A"
"OL1958488W","OL235052A"
"OL1961659W","OL235446A"
"OL3266437W","OL532623A"
"OL3514820W","OL588212A"
"OL5092342W","OL1120780A"
"OL5356466W","OL1233061A"
"OL5756251W","OL1400586A"
"OL8132852W","OL2709891A"
"OL11527298W","OL4848437A"
"OL12438108W","OL5488795A"
"OL12711720W","OL5689672A"
"OL15331321W","OL23251A"
"OL15991040W","OL6957418A"
"OL4443759W","OL884425A"
"OL4479439W","OL893861A"
"OL4783985W","OL1005747A"
"OL5063280W","OL1108547A"
"OL5267646W","OL1191568A"
"OL6507088W","OL1734045A"
"OL8210010W","OL2732675A"
"OL9898794W","OL339989A"
"OL12354757W","OL5426254A"
"OL12630305W","OL5631454A"
"OL13633235W","OL6489854A"
"OL15985602W","OL903531A"
"OL16916160W","OL7199526A"
"OL16941960W","OL7204349A"
"OL16945595W","OL7205192A"
"OL16947179W","OL7204371A"
"OL16978623W","OL7211439A"
"OL1985101W","OL238844A"
"OL4085406W","OL765128A"
"OL4127957W","OL775219A"
"OL4629419W","OL950157A"
"OL5743174W","OL1396594A"
"OL5801542W","OL1422038A"
"OL6218109W","OL1605726A"
"OL735795W","OL59627A"
"OL7798622W","OL2464037A"
"OL8055317W","OL2679889A"
"OL9704953W","OL3697327A"
"OL10620114W","OL4418773A"
"OL11164697W","OL4661460A"
"OL11441602W","OL4811758A"
"OL11585490W","OL4887054A"
"OL11602238W","OL4896848A"
"OL12540414W","OL5563641A"
"OL15880861W","OL2822951A"
"OL16523574W","OL7084771A"
"OL16615462W","OL7117888A"
"OL16916109W","OL3690053A"
"OL16945941W","OL4019309A"
"OL17725180W","OL2677823A"
"OL1941674W","OL233007A"
"OL2412065W","OL331593A"
"OL3847909W","OL688881A"
"OL4213372W","OL804305A"
"OL4660198W","OL958546A"
"OL5136719W","OL1134858A"
"OL6377924W","OL1676240A"
"OL8056562W","OL2681337A"
"OL8636548W","OL2908543A"
"OL10543012W","OL4376580A"
"OL12005514W","OL5181274A"
"OL13640183W","OL6496413A"
"OL13689283W","OL6543789A"
"OL16686782W","OL7145278A"
"OL2407156W","OL330526A"
"OL2720305W","OL398121A"
"OL4627727W","OL949737A"
"OL4677128W","OL964353A"
"OL4786400W","OL1006543A"
"OL4984879W","OL1077726A"
"OL5615190W","OL1353471A"
"OL5743891W","OL1396907A"
"OL611279W","OL47148A"
"OL6209857W","OL1602336A"
"OL8707252W","OL2949540A"
"OL9410050W","OL3445433A"
"OL9644471W","OL3640216A"
"OL9831617W","OL3815905A"
"OL10014805W","OL3981612A"
"OL11549694W","OL4862904A"
"OL11564813W","OL4872448A"
"OL11611045W","OL4901068A"
"OL12074254W","OL5224258A"
"OL12292418W","OL5378963A"
"OL12332147W","OL5409346A"
"OL12539746W","OL5563109A"
"OL12706948W","OL5686056A"
"OL15175752W","OL1758415A"
"OL16252227W","OL23206A"
"OL16916648W","OL401127A"
"OL16943220W","OL7204580A"
"OL17348253W","OL7287814A"
"OL3964060W","OL724245A"
"OL475504W","OL28892A"
"OL6087447W","OL1547653A"
"OL6724269W","OL1820516A"
"OL6871280W","OL1891311A"
"OL890611W","OL78820A"
"OL9075225W","OL3178970A"
"OL9077609W","OL3181572A"
"OL9610208W","OL3608671A"
"OL10080760W","OL4062195A"
"OL12277779W","OL5367253A"
"OL13199739W","OL6109810A"
"OL13657398W","OL6513258A"
"OL13668125W","OL6523643A"
"OL16046272W","OL2822951A"
"OL16626412W","OL7122241A"
"OL16930973W","OL401127A"
"OL16942121W","OL3557851A"
"OL16944314W","OL4667173A"
"OL16946882W","OL3251790A"
"OL16960402W","OL7207956A"
"OL16979291W","OL401127A"
"OL16997509W","OL7215359A"
"OL1985134W","OL238844A"
"OL2002658W","OL241179A"
"OL2291902W","OL301522A"
"OL2685925W","OL392278A"
"OL4510447W","OL904117A"
"OL4613050W","OL945571A"
"OL5737281W","OL1394685A"
"OL9310620W","OL3359628A"
"OL11674200W","OL4940838A"
"OL12232076W","OL5331235A"
"OL12866754W","OL5808859A"
"OL13322215W","OL6219304A"
"OL15072543W","OL24072A"
"OL16933117W","OL7202748A"
"OL16943158W","OL7204638A"
"OL16944375W","OL7199870A"
"OL2710035W","OL396288A"
