"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL18910709M","IEEE/WIC/ACM International Conference on Intelligent Agent Technology","765","0769524168","NULL","NULL","2005"
"OL21162289M","Artificial intelligence and natural man","537","0465004539","NULL","NULL","1977"
"OL22493371M","Logics in artificial intelligence","390","3540651411","NULL","NULL","1998"
"OL22838387M","Artificial intelligence and neural networks group","NULL","NULL","NULL","NULL","1995"
"OL2323219M","Artificial intelligence","370","0671559338","NULL","NULL","1985"
"OL2373359M","Symbolic logic and mechanical theorem proving","331","0121703509","NULL","NULL","1987"
"OL24294204M","Superluminal","NULL","NULL","9780060847845","E-book","2005"
"OL24304022M","Cognition & Intelligence","NULL","051126187X","NULL","eBook","2007"
"OL2435639M","Algorithmic methods for artificial intelligence","143","0412015412","NULL","NULL","1987"
"OL24598393M","Mining the Social Web","NULL","NULL","978-1-4493-8835-5","E-book","January 2011"
"OL25160979M","Introduction to game AI","385","1598639986","9781598639988","NULL","2011"
"OL2540948M","LISP, the language of artificial intelligence","163","0830604200","NULL","NULL","1985"
"OL25495701M","Measuring the knowledge-content of programs","52","NULL","NULL","NULL","1976"
"OL25534800M","Dynamics and Control of Electrical Drives","NULL","NULL","9783642202216","[electronic resource] /","2011"
"OL25541981M","Multimodal Technologies for Perception of Humans","NULL","NULL","9783540685845","[electronic resource] :","2008"
"OL25552211M","Advances in Computing and Communications","NULL","NULL","9783642227134","[electronic resource] :","2011"
"OL3309434M","Hands-on AI with Java","NULL","0071424962","NULL","NULL","2005"
"OL3696451M","IEEE/WIC International Conference on Intelligent Agent Technology","635","0769519318","NULL","NULL","2003"
"OL6899714M","Artificial intelligence in design '00","719","0792363531","NULL","NULL","2000"
"OL7447099M","Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","702","038755601X","9780387556017","NULL","August 1992"
"OL750478M","1996 Constraints Management Symposium","162","1558221514","NULL","NULL","1996"
"OL9055407M","Argumentation Methods for Artificial Intelligence in Law","270","3540251871","9783540251873","Hardcover","December 31, 2005"
"OL9062588M","Automated Reasoning With Analytic Tableaux and Related Methods: International Conference, Tableaux'98, Oisterwijk, the Netherlands, May 5-8, 1998 ","335","3540644067","9783540644064","Paperback","June 1998"
"OL9330340M","The Mind's Sky","NULL","1931056218","9781931056212","Audio cassette","October 20, 2000"
"OL9561120M","Artificial Intelligence Techniques In Breast Cancer Diagnosis & Prognosis","348","981024374X","9789810243746","Hardcover","August 21, 2000"
"OL1002437M","Artificial intelligence and symbolic mathematical computation","379","3540617329","NULL","NULL","1996"
"OL12094118M","Advances in Artificial Intelligence in Economics, Finance and Management (Advances in Artificial Intelligence in Economics, Finance, &)","202","1559381272","9781559381277","Hardcover","July 1994"
"OL12807244M","Information Modelling and Knowledge Bases IV, (Frontiers in Artificial Intelligence and Applications)","448","9051991169","9789051991161","Hardcover","January 1, 1993"
"OL1404282M","From animals to animats 2","523","0262631490","NULL","NULL","1993"
"OL14680537M","1992 Goddard Conference on Space Applications of Artificial Intelligence","255","NULL","NULL","Microform","1992"
"OL1582122M","Rakenduslik tehisintellekt ja infosüsteemid =","99","NULL","NULL","NULL","1989"
"OL16149726M","Ubiquitous intelligence and computing","1257","3540735488","9783540735489","NULL","2007"
"OL21162121M","Minds and machines","114","NULL","NULL","NULL","1964"
"OL22811941M","Artificial intelligence in manufacturing","468","1853120383","NULL","NULL","1989"
"OL2310199M","Decision and intelligence","203","0850386519","NULL","NULL","1986"
"OL24501493M","Artificial intelligence","356","NULL","NULL","NULL","1988"
"OL24882176M","Machine intelligence 14","460","019853860X","9780198538608","NULL","2002"
"OL25321463M","Temporal information systems in medicine","376","1441965424","9781441965424","NULL","2010"
"OL25534962M","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","NULL","NULL","9783642166860","[electronic resource] :","2010"
"OL25547933M","Agent-Oriented Software Engineering XI","NULL","NULL","9783642226359","[electronic resource] :","2011"
"OL25548323M","Applications of Declarative Programming and Knowledge Management","NULL","NULL","9783642205880","[electronic resource] :","2011"
"OL2714142M","On the origin and nature of management","261","0940013002","NULL","NULL","1986"
"OL7362340M","The Emperor's New Mind ","NULL","0147701031","9780147701039","NULL","January 1, 1999"
"OL8047901M","Scientific Models of Legal Reasoning: Economics, Artificial Intelligence, and the Physical Sciences (Philosophy of Legal Reasoning: A Collection of Essays by Philosophers and Legal Scholars)","411","0815327579","9780815327578","Library binding","March 1, 1998"
"OL9055468M","Rule-Based Evolutionary Online Learning Systems","266","3540253793","9783540253792","Hardcover","December 22, 2005"
"OL1190096M","Räumliche Konzepte in Wissens- und Sprachverarbeitung","282","3824420422","NULL","NULL","1993"
"OL1412659M","Artificial intelligence in perspective","462","0262521865","NULL","NULL","1994"
"OL14926272M","NASA computer science research program plan","92","NULL","NULL","NULL","1983"
"OL1539053M","Artificial believers","285","0805804536","NULL","NULL","1991"
"OL16449898M","Scripts, plans, goals and understanding","NULL","0898591384","NULL","NULL","1977"
"OL16631367M","System architecture to support artificial intelligence languages","85","NULL","NULL","NULL","1987"
"OL17159642M","Advances in artificial intelligence","564","3540346287","NULL","NULL","2006"
"OL20810600M","Knowledge acquisition for expert systems","180","185091091X","NULL","NULL","1986"
"OL22211984M","Advances in artificial intelligence","182","0921836015","NULL","NULL","1992"
"OL2319700M","GWAI-84","282","0387156690","NULL","NULL","1985"
"OL2402240M","A robot ping-pong player","275","0262011018","NULL","NULL","1988"
"OL25548265M","Knowledge-Based and Intelligent Information and Engineering Systems","NULL","NULL","9783642238505","[electronic resource] :","2011"
"OL25554163M","Intelligent Interactive Multimedia Systems and Services","NULL","NULL","9783642146183","[electronic resource] /","2010"
"OL25554729M","Advances in Neuro-Information Processing","NULL","NULL","9783642024894","[electronic resource] :","2009"
"OL26012550M","Proceedings 9th Mexican International Conference On Artificial Intelligence Micai 2010 Pachuca Mexico November 8 13 2010 Grigori Sidorov Ed","NULL","NULL","9783642167720","NULL","2010"
"OL26189180M","Recent Trends In Applied Artificial Intelligence 26th International Conference On Industrial Engineering And Other Applications Of Applied Intelligent Systems Ieaaie 2013 Amsterdam The Netherlands June 1721 2013 Proceedings","NULL","NULL","9783642385766","NULL","2013"
"OL3300358M","Access denied","407","078627445X","NULL","NULL","2005"
"OL3483879M","Neural assemblies, an alternative approach to artificial intelligence","244","0387113665","NULL","NULL","1982"
"OL3683222M","Terminator 3","316","0765308398","NULL","NULL","2003"
"OL3790078M","Science observed","376","0465073409","NULL","NULL","1982"
"OL7339127M","INTRO ARTIFICIAL INTELLIGENCE EXP SYS","NULL","0132097680","9780132097680","NULL","April 26, 1995"
"OL9063574M","Computational Linguistics and Intelligent Text Processing","648","354070938X","9783540709381","Paperback","March 22, 2007"
"OL9195309M","What Should be Computed to Understand and Model Brain Function? From Robotics, Soft Computing, Biology and Neuroscience to Cognitive Philosophy","309","9810245181","9789810245184","Hardcover","February 22, 2001"
"OL9426490M","Symbolic and Quantitative Approaches to Reasoning with Uncertainty","818","3540424644","9783540424642","Paperback","October 16, 2001"
"OL9716625M","Intelligent Problem Solving. Methodologies and Approaches","751","3540676899","9783540676898","Paperback","January 15, 2000"
"OL9892989M","Formal Concept Analysis","419","3540245251","9783540245254","Paperback","March 24, 2005"
"OL12348295M","Jinko chino to wa nani ka (New science age)","142","4000076655","9784000076654","Unknown Binding","1985"
"OL1282918M","Artificial intelligence","114","0938734504","NULL","NULL","1991"
"OL15274937M","Advancing automation and robotics technology for the space station and for the U.S. economy.","NULL","NULL","NULL","Microform","1985"
"OL1536112M","artificial intelligence approach to integrated circuit floorplanning","149","3540539581","NULL","NULL","1991"
"OL21006171M","The memory of earth","336","0712654119","NULL","NULL","1992"
"OL22098210M","La inteligencia artificial","194","8483061074","NULL","NULL","1998"
"OL22471574M"," 2002","284","0769514596","NULL","NULL","2002"
"OL22600569M","ESSENTIAL TURING: SEMINAL WRITINGS IN COMPUTING, LOGIC, PHILOSOPHY, ARTIFICIAL INTELLIGENCE...; ED. BY JACK COPELAND.","NULL","0198250800","NULL","NULL","NULL"
"OL22634492M","Proceedings of the Seventeenth International Florida Artificial Intelligence Research Society Conference","NULL","1577352017","NULL","NULL","2005"
"OL24278076M","Evolutionary Computation","NULL","NULL","9780471749202","Electronic resource","2006"
"OL24533645M","Using inductive inference of past performance to build strategic cognitive adversary models","144","NULL","NULL","NULL","1990"
"OL25545623M","Toward Useful Services for Elderly and People with Disabilities","NULL","NULL","9783642215346","[electronic resource] :","2011"
"OL25551851M","Innovation through Knowledge Transfer 2010","NULL","NULL","9783642205071","[electronic resource] /","2011"
"OL25556490M","Biological Functions for Information and Communication Technologies","NULL","NULL","9783642151019","[electronic resource] :","2011"
"OL26151580M","Automated Deduction in Geometry
            
                Lecture Notes in Artificial Intelligence","NULL","NULL","9783642250699","NULL","2012"
"OL3302256M","Superluminal","470","0061051438","NULL","NULL","2004"
"OL3788694M","The mind's I","501","046504624X","NULL","NULL","1981"
"OL547813M","theory of constraints and its implications for management accounting","187","0884271161","NULL","NULL","1995"
"OL7149206M","Artificial intelligence and expert systems","NULL","087845084X","9780878450848","NULL","1992"
"OL7254007M","Metamagical Themas","NULL","NULL","NULL","NULL","NULL"
"OL7551760M","AI4U","235","0595259227","9780595259229","NULL","November 2002"
"OL7825913M","Metamagical Themas","NULL","0553346830","9780553346831","Paperback","May 1, 1986"
"OL8576629M","Aspects of Artificial Intelligence (Studies in Cognitive Systems)","404","1556080379","9781556080371","Hardcover","December 31, 1899"
"OL9100885M","CommonKADS Library for Expertise Modelling, Reusable Problem Solving Components (Frontiers in Artificial Intelligence and Applications, 21)","372","9051991649","9789051991642","Hardcover","January 1, 1994"
"OL9297628M","Neural Networks and Fuzzy Systems","224","0136114350","9780136114352","Hardcover","June 1991"
"OL9513913M","Hackers","NULL","0613922085","9780613922081","Hardcover","January 2001"
"OL964784M","After thought","277","0465007813","NULL","NULL","1996"
"OL9763574M","AI*IA 2005: Advances in Artificial Intelligence","614","3540290419","9783540290414","Paperback","October 19, 2005"
"OL11389649M","International Conference on Tools for Artificial Intelligence","585","0818642009","9780818642005","Paperback","April 1994"
"OL12241281M","Journal of Artificial Intelligence Research, 2005","NULL","1577352556","9781577352556","Paperback","June 30, 2005"
"OL13944116M","Selected artificial intelligence techniques in information retrieval systems research","330","NULL","NULL","NULL","1979"
"OL14689975M","A proposal of an architecture for the coordination level of intelligent machines","NULL","NULL","NULL","Microform","1993"
"OL15354892M","Computer integrated documentation","NULL","NULL","NULL","Microform","1991"
"OL17703528M","Incongruity, incongruity resolution, and mental states","NULL","NULL","NULL","Microform","1997"
"OL21456142M","Gödel, Escher, Bach","777","0465026850","NULL","NULL","1979"
"OL2189055M","The Foundations of artificial intelligence","498","0521351030","NULL","NULL","1990"
"OL2207720M","Modeling legal argument","329","026201114X","NULL","NULL","1990"
"OL22297751M","Artificial intelligence","737","0201533774","NULL","NULL","1993"
"OL22468485M","Emergence","258","0198504098","NULL","NULL","1998"
"OL25030164M","Intelligent systems for knowledge management","329","NULL","9783642041693","NULL","2009"
"OL25313171M","Advances in intelligent information systems","366","3642051820","9783642051821","NULL","2010"
"OL2534565M","The connection machine","190","0262081571","NULL","NULL","1985"
"OL25546755M","Contextual Computing","NULL","NULL","9783642173950","[electronic resource] :","2011"
"OL25548212M","Economics of Converged, Internet-Based Networks","NULL","NULL","9783642245466","[electronic resource] :","2011"
"OL25552167M","Foundations of Augmented Cognition. Directing the Future of Adaptive Systems","NULL","NULL","9783642218514","[electronic resource] :","2011"
"OL25554990M","Artificial Life: Borrowing from Biology","NULL","NULL","9783642104268","[electronic resource] :","2009"
"OL25682260M","The End Of The Computer","355","NULL","9781618420169","ebook","August 21, 2011"
"OL3055294M","Dialogovye sistemy i predstavlenie znaniĭ","164","NULL","NULL","NULL","1981"
"OL3316625M","Advances in artificial intelligence-- IBERAMIA 2004","987","3540238069","NULL","NULL","2004"
"OL4230430M","Intellekt cheloveka i programmy ĖVM","230","NULL","NULL","NULL","1979"
"OL4458878M","Theoretical approaches to non-numerical problem solving","466","NULL","NULL","NULL","1970"
"OL7451962M","The silicon eye","318","0393057631","9780393057638","Hardcover","2005"
"OL8372923M","Intelligent Knowledge-Based Systems","5","1402078269","9781402078262","Hardcover","January 2005"
"OL8390479M","Machine Learning","572","0934613095","9780934613095","Hardcover","1983"
"OL8690335M","Xenocide","416","1568652607","9781568652603","Hardcover","January 1997"
"OL11401029M","Simulation in Cim and Artificial Intelligence Techniques, Proceedings of the European Simulation Multiconference July 7-10, 1987, Wirtschaftsuniversi","NULL","0911801219","9780911801217","Paperback","June 1987"
"OL17155142M","Artificial intelligence research and development","438","1586035606","NULL","NULL","2005"
"OL18122226M","Artificial intelligence scheduling of automated telescopes","NULL","NULL","NULL","Microform","1996"
"OL18293528M","Proceedings","165","076950471X","NULL","NULL","1999"
"OL19836368M","Understanding computers and cognition","207","0201112973","NULL","NULL","1987"
"OL21665464M","Proceedings","1218","0262510987","NULL","NULL","1998"
"OL25539107M","Image Analysis and Recognition","NULL","NULL","9783642137747","[electronic resource] :","2010"
"OL25548275M","Entertainment Computing – ICEC 2011","NULL","NULL","9783642244995","[electronic resource] :","2011"
"OL25564527M","Energy-Efficient Computing and Networking","NULL","NULL","9783642193217","[electronic resource] :","2011"
"OL25564916M","Scalable Uncertainty Management","NULL","NULL","9783642043871","[electronic resource] :","2009"
"OL26039244M","Distributed Computing And Artificial Intelligence 9th International Conference","NULL","NULL","9783642287640","NULL","2012"
"OL26140360M","Agents and Data Mining Interaction
            
                Lecture Notes in Artificial Intelligence","NULL","NULL","9783642276088","NULL","2012"
"OL26493046M","New Dark Age","304","178663547X","9781786635471","Hardcover","July 17, 2018"
"OL3027607M","Run, robot, run","72","0865760837","NULL","NULL","1985"
"OL4426456M","Reasoning from incomplete knowledge in a procedural deduction system","112","0824044037","NULL","NULL","1980"
"OL60126M","Nonuniqueness in geoscientific inference","NULL","0863802176","NULL","NULL","2003"
"OL8372889M","Intelligent Knowledge-Based Systems","1895","1402077467","9781402077463","Hardcover","November 18, 2004"
"OL9054654M","MICAI 2004: Advances in Artificial Intelligence","923","3540214593","9783540214595","Paperback","May 27, 2004"
"OL9062695M","Artificial Intelligence in Structural Engineering","496","3540648062","9783540648062","Paperback","September 2, 1998"
"OL1106419M","Fuzzy logic and intelligent technologies in nuclear science","289","9810220030","NULL","NULL","1994"
"OL11577684M","Artificial Intelligence Implications for Cim","527","0948507446","9780948507441","Hardcover","July 1987"
"OL1220854M","Proceedings / Second International Conference on Artificial Intelligence Planning Systems","354","0929280563","NULL","NULL","1994"
"OL12845797M","Cellular Automata and Artificial Intelligence in Ecohydraulics Modelling","172","9058096963","9789058096968","Hardcover","May 15, 2004"
"OL1460294M","AAAI-92","873","NULL","NULL","NULL","1992"
"OL14687830M","Learning to improve iterative repair scheduling","NULL","NULL","NULL","Microform","1992"
"OL15200782M","factoring approach for probabilistic inference in belief networks","151","NULL","NULL","NULL","1993"
"OL15345261M","autonomous land vehicle","92","NULL","NULL","NULL","1986"
"OL15369216M","An intelligent position-specific training system for missions operations","NULL","NULL","NULL","Microform","1992"
"OL15585450M","Neural networks and fuzzy systems","730","0136123341","NULL","NULL","1992"
"OL16582175M","Relative orientation","30","NULL","NULL","NULL","1987"
"OL17326552M","Intention is choice with commitment","44","NULL","NULL","NULL","1990"
"OL18728470M","6th International Work-Conference on Artificial and Natural Neural Networks, IWANN 2001, Granada, Spain, June 13-15, 2001","NULL","3540422358","NULL","NULL","NULL"
"OL21308955M","Ender's Game","357","0712607935","9780712607933","Hardcover","1985"
"OL22493250M","Artificial intelligence for microcomputers","NULL","0893034835","NULL","NULL","1985"
"OL22584860M","Growing up with Lucy","229","0297607332","NULL","NULL","2003"
"OL23682783M","Cognitive, emotive and ethical aspects of decision making in humans and in artificial intelligence","24","1894613805","9781894613804","NULL","2006"
"OL2403258M","The Military frontier","128","0809457296","NULL","NULL","1988"
"OL24882157M","Image pattern recognition","430","9812569081","9789812569080","NULL","2007"
"OL25403201M","Learning spaces","417","3642010385","9783642010385","NULL","2011"
"OL2542526M","Readings in artificial intelligence","547","0934613036","NULL","NULL","1985"
"OL25544377M","Social Understanding","NULL","NULL","9789048199105","[electronic resource] :","2011"
"OL2710141M","Principles of artificial intelligence","476","0934613109","NULL","NULL","1986"
"OL3487813M","Learning and memory","129","0716712997","NULL","NULL","1982"
"OL5886760M","modeling of mind","275","NULL","NULL","NULL","1963"
"OL656877M","Agent sourcebook","349","0471153273","NULL","NULL","1997"
"OL7417500M","The Phoenix Law (Silhouette Bombshell)","296","0373514336","9780373514335","NULL","December 5, 2006"
"OL7816433M","The Mind's I","NULL","0553014129","9780553014129","Paperback","November 1982"
"OL7883105M","Psychamok","448","0586064095","9780586064092","Paperback","1985"
"OL9058077M","Interactive Technologies and Sociotechnical Systems","547","3540463046","9783540463047","Paperback","November 14, 2006"
"OL11806691M","Applied Computational Intelligence in Intelligent Manufacturing Systems (International Series on Natural and Artificial Intelligence)","220","0975100491","9780975100493","Paperback","February 1, 2005"
"OL14728255M","Principes des systèmes intelligents","188","2225819386","NULL","NULL","1990"
"OL16162529M","The invasion of the computer culture","190","0851107885","NULL","NULL","1990"
"OL17038726M","Problem-solving processes in humans and computers","230","0275970876","NULL","NULL","2002"
"OL17632380M","User needs, benefits, and integration of robotic systems in a space station laboratory","47","NULL","NULL","Microform","1989"
"OL17894416M","SYMBIOSIS OF NURSE AND MACHINE THROUGH FUZZY LOGIC: IMPROVED SPECIFICITY OF A NEW NEONATAL PULSE OXIMETER ALARM.","157","NULL","NULL","NULL","1993"
"OL18339648M","The emperor's new mind : concerning computers, minds, and the laws of physics","466","0198519737","NULL","NULL","NULL"
"OL18936571M","Micro-PROLOG and artificial intelligence","164","0003831582","NULL","NULL","1985"
"OL19021375M","Artificial intellegience and symbolic computation","252","3540420711","NULL","NULL","2001"
"OL19047160M","Fifth Annual Workshop on Space Operations Applications and Research (SOAR '91)","NULL","NULL","NULL","NULL","1992"
"OL19609182M","Proceedings, 4th IEEE International Workshop on Robot and Human Communication","386","078032904X","NULL","NULL","1995"
"OL19836490M","On theory and practice of robots and manipulators","NULL","3211812520","NULL","NULL","1972"
"OL21520064M","Machines Who Think","375","0716710722","NULL","Hardcover","1979"
"OL22194419M","Intelligent decision aiding systems based on multiple criteria for financial engineering","214","079236273X","NULL","NULL","2000"
"OL2387467M","Computational models of learning","208","0387163182","NULL","NULL","1987"
"OL25359336M","Web intelligence meets brain informatics","516","3540770275","9783540770275","NULL","2007"
"OL2542093M","A comprehensive guide to AI and expert systems","245","0070374708","NULL","NULL","1986"
"OL25554962M","Knowledge Seeker - Ontology Modelling for Information Search and Management","NULL","NULL","9783642179150","[electronic resource] :","2011"
"OL25555932M","Combinations of Intelligent Methods and Applications","NULL","NULL","9783642196171","[electronic resource] :","2011"
"OL26457866M","Ender's Game","NULL","0765394863","9780765394866","Hardcover","2017 October"
"OL7425746M","The Wisdom of Crowds","640","0375433627","9780375433627","NULL","May 25, 2004"
"OL8183773M","Prolog","208","0830693920","9780830693924","Paperback","February 1989"
"OL9832245M","Innovations in Applied Artificial Intelligence","858","3540265511","9783540265511","Paperback","August 11, 2005"
"OL11389379M","First International Conference on Artificial Intelligence Applications on Wall Street","327","0818622415","9780818622410","Unknown Binding","1991"
"OL12000240M","Artificial Intelligence","300","1855640147","9781855640146","Paperback","April 1990"
"OL14819961M","Consistent belief reasoning in the presence of inconsistency","20","NULL","NULL","NULL","1993"
"OL17955459M","An overview of computer-based natural language processing","72","NULL","NULL","NULL","1983"
"OL21218722M","Cognitive carpentry","377","0262161524","NULL","NULL","1995"
"OL22573561M","Artificial intelligence and security in computing systems","302","1402073968","NULL","NULL","2003"
"OL24932551M","Robopocalypse: A Novel","368","0385533853","NULL","Hardcover","2011"
"OL25177485M","Kill Decision","390","0525952616","9780525952619","Hardcover","19Jul2012"
"OL25370176M","WWW: Wonder","304","NULL","9780143056324","Paperback","2012"
"OL25534880M","Approaches and Applications of Inductive Programming","NULL","NULL","9783642119309","[electronic resource] :","2010"
"OL25545866M","Intelligent Computer Mathematics","NULL","NULL","9783642226724","[electronic resource] :","2011"
"OL25546647M","Soft Computing in Economics and Finance","NULL","NULL","9783642177187","[electronic resource] /","2011"
"OL25560113M","Advances in Machine Learning","NULL","NULL","9783642052231","[electronic resource] :","2009"
"OL25561312M","Success in Evolutionary Computation","NULL","NULL","9783540762850","[electronic resource] /","2008"
"OL2925057M","I͡A︡zyk plėner","203","NULL","NULL","NULL","1983"
"OL4263575M","GWAI-81, German Workshop on Artificial Intelligence, Bad Honnef, January 1981","317","0387108599","NULL","NULL","1981"
"OL4553704M","structure for plans and behavior","126","044400209X","NULL","NULL","1977"
"OL7312122M","Artificial Intelligence in Real-Time Control 1989","113","0080401856","9780080401850","NULL","June 1990"
"OL7618642M","Reasoning Under Incomplete Information In Artificial Intelligence","472","0471529796","9780471529798","NULL","August 27, 1990"
"OL8971577M","Artificial Intelligence","224","1851683224","9781851683222","Paperback","November 25, 2003"
"OL9056868M","Logics in Artificial Intelligence","516","354039625X","9783540396253","Paperback","October 19, 2006"
"OL9381274M","Artificial Intelligence, Automated Reasoning, and Symbolic Computation","343","3540438653","9783540438656","Paperback","August 15, 2002"
"OL9393178M","Advances in Artificial Intelligence","458","3540258647","9783540258643","Paperback","June 23, 2005"
"OL9437199M","IJCAI Proceedings 1997 (International Joint Conference on Artificial Intelligence//Proceedings)","NULL","1558604804","9781558604803","Paperback","July 22, 1998"
"OL10760648M","Minds and Computers","240","0748620990","9780748620999","Paperback","February 15, 2007"
"OL11390642M","IEEE International Joint Symposia on Intelligence and Systems","430","0818685492","9780818685491","Unknown Binding","1998"
"OL14800683M","Employment Department: Conference for the contractors on the artificial intelligence applications to learning programme, March 6th-7th 1989","NULL","NULL","NULL","NULL","1989"
"OL1609795M","Denken und Denken lassen","199","3801230341","NULL","NULL","1990"
"OL17543592M","overview of agent technology","30","NULL","NULL","NULL","1996"
"OL17634821M","Planning and scheduling research at  NASA Ames Research Center","NULL","NULL","NULL","Microform","1991"
"OL18792036M","Smart engineering system design","1042","0791802043","NULL","NULL","2003"
"OL20398347M","Model-based reasoning about learner behaviour","205","9051993684","NULL","NULL","1997"
"OL21486195M","Proceedings","502","0818673125","NULL","NULL","1995"
"OL21587502M","Creating the semantic web with RDF","277","0471402591","NULL","NULL","2001"
"OL21981579M","Smart engineering system design","1240","0791800989","NULL","NULL","1999"
"OL23158038M","Artificial intelligence","NULL","NULL","9780977858231","NULL","2008"
"OL24325769M","Ender's Game","NULL","0812513495","9780812513493","NULL","1986"
"OL25353963M","Zero hour","293","1442421886","9781442421882","NULL","2012"
"OL25434622M","Artificial intelligence","1132","0132071487","9780132071482","Paperback","2010"
"OL25545768M","Hybrid Artificial Intelligent Systems","NULL","NULL","9783642212185","[electronic resource] :","2011"
"OL25547393M","Logic-Based Program Synthesis and Transformation","NULL","NULL","9783642205507","[electronic resource] :","2011"
"OL25555538M","Information modelling and knowledge bases XX","NULL","1586039571","9781586039578","[electronic resource] /","2009"
"OL25571976M","Medical Biometrics","NULL","NULL","9783540774105","[electronic resource] :","2008"
"OL3315580M","ECAI 2004","1152","1586034529","NULL","NULL","2004"
"OL7400727M","Features and Fluents","346","0198538456","9780198538455","NULL","February 7, 1995"
"OL7446682M","Information Systems and Artificial Intelligence: Integration Aspects ","293","0387535578","9780387535579","NULL","April 1991"
"OL9056450M","Multi-Agent-Based Simulation VI","191","3540333800","9783540333807","Paperback","May 22, 2006"
"OL9377689M","Connectionist Models of Neurons, Learning Processes, and Artificial Intelligence","836","3540422358","9783540422358","Paperback","August 9, 2001"
"OL11078394M","Experiments in Artificial Intelligence for Microcomputers","176","0672225018","9780672225017","Hardcover","July 1986"
"OL12772295M","Artificial Intelligence and Man-Machine Systems","211","3540166580","9783540166580","Paperback","April 4, 1988"
"OL12774293M","Automated Reasoning","680","3540371877","9783540371878","Paperback","June 4, 2007"
"OL13857319M","Learning by understanding analogies","NULL","NULL","NULL","NULL","1985"
"OL14267678M","Introducing artificial intelligence","281","0850124573","NULL","NULL","1984"
"OL14983668M","Parallelism in production systems","232","0273087827","NULL","NULL","1987"
"OL16154136M","Scalable uncertainty management","276","3540754075","9783540754077","NULL","2007"
"OL18080756M","KI-95","268","NULL","NULL","NULL","1995"
"OL18210773M","Concept lattices","409","3540210431","NULL","NULL","2004"
"OL18919317M","New progress in artificial intelligence","NULL","NULL","NULL","Microform","1974"
"OL19161337M","Examining similarity","17","NULL","NULL","NULL","1992"
"OL19986147M","Mekhanizmy obrabotki semanticheskoĭ informat︠s︡ii","174","NULL","NULL","NULL","1978"
"OL20705724M","Les techniques d'intelligence artificielle appliquées aux technologies de l'information","255","2892451450","NULL","NULL","1997"
"OL20745162M","Artificial intelligence V","275","0444897526","NULL","NULL","1992"
"OL21559380M","fourth discontinuity","271","0300054114","NULL","NULL","NULL"
"OL22342994M","Artificial intelligence in BASIC","124","0408013737","NULL","NULL","1984"
"OL22368936M","Artificial intelligence and mathematical methods in pavement and geomechanical systems","195","9058090280","NULL","NULL","1998"
"OL25090407M","Highlights in practical applications of agents and multiagent systems","342","364219916X","9783642199165","NULL","2011"
"OL25543963M","Advances in Cognitive Systems","NULL","NULL","9781849190763","[electronic resource] /","2010"
"OL25546869M","Brain Informatics","NULL","NULL","9783642236044","[electronic resource] :","2011"
"OL25547710M","Advances in Computer Science, Environment, Ecoinformatics, and Education","NULL","NULL","9783642233203","[electronic resource] :","2011"
"OL2867025M","Designing intelligent systems","166","0890590435","NULL","NULL","1984"
"OL3706873M","Developments in applied artificial intelligence","817","3540404554","NULL","NULL","2003"
"OL3913011M","Robotika","279","NULL","NULL","NULL","1980"
"OL4114329M","Computers and thought","535","0898741998","NULL","NULL","1981"
"OL589942M","Topoi et gestion des connaissances","152","2225850275","NULL","NULL","1996"
"OL668115M","Distributed artificial intelligence meets machine learning","294","3540629343","NULL","NULL","1997"
"OL7441741M","The Immortal Game","352","0385662270","9780385662277","NULL","October 2, 2007"
"OL7667934M","Expert Systems in Artificial Intelligence","304","0672224712","9780672224713","Hardcover","April 1988"
"OL7988280M","Creation","240","0753812770","9780753812778","Paperback","October 4, 2001"
"OL8054216M","Ghosts of Onyx (Halo)","384","0765354705","9780765354709","Paperback","April 3, 2007"
"OL8934028M","Le labyrinthe de l'intelligence","583","2729601899","9782729601898","Paperback","December 1, 1997"
"OL9690440M","Artificial Intelligence in Design '98","692","0792351592","9780792351597","Hardcover","June 30, 1998"
"OL9813933M","Journal of Artificial Intelligence Research","NULL","1577352211","9781577352211","Paperback","March 30, 2005"
"OL9831883M","Applications of Artificial Intelligence, Volume 47 (Advances in Computers)","399","0120121476","9780120121472","Hardcover","November 10, 1998"
"OL1123239M","Artificial intelligence for transit railcar diagnostics","56","0309053641","NULL","NULL","1994"
"OL12810439M","Analysis and Design of Intelligent Systems Using Soft Computing Techniques (Advances in Soft Computing)","855","3540724311","9783540724315","Paperback","July 11, 2007"
"OL14753433M","Practice and theory of automated timetabling","357","3540424210","NULL","NULL","2001"
"OL15364856M","PC graphics generation and management tool for real-time applications","NULL","NULL","NULL","Microform","1992"
"OL16585571M","Hypothesizing and refining causal models","104","NULL","NULL","NULL","1984"
"OL16959761M","Fuzzy rule base tuning for robotic precision assembly","236","NULL","NULL","NULL","1993"
"OL17176907M","Neural networks in computer intelligence.","460","0070226377","NULL","NULL","1994"
"OL1738970M","Artificial intelligence","315","0631183841","NULL","NULL","1993"
"OL1932835M","âme-machine","279","2020114704","NULL","NULL","1990"
"OL19704322M","Computers and thought","NULL","NULL","NULL","NULL","1963"
"OL20861155M","Proceedings of SCAI '88, Tromsø, Norway, 9-11 March 1988","380","9051990030","NULL","NULL","1988"
